,Catalog Number - USNM,Kind of Object,Special Collections,Specimen Count,Current Identification,Other Identifications,Name Hierarchy,Order,Family,Type Status,Type Citations,Common Name (Name : Language),Date Collected,Ocean,Sea/Gulf,Country,Island,Province/State,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Expedition,Collector(s),Field Number(s),Sex/Stage,Preparation Details (Preparation:Remarks),Measurements,Notes,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
1068,192011,Specimen/Lot,,1,Lanius cristatus lucionensis,,Lanius cristatus lucionensis : Laniidae : Passeriformes : Aves : Chordata,Passeriformes,Laniidae,,,Brown Shrike,24 Jan 1904,,,Philippines,Mindanao,Zamboanga Del Sur,Zamboanga,6.9243,122.06200000000001,,,"Mearns, E. A.",13282,Female/Adult,Skin: Whole,,,,,,,,,,,15 Aug 2014 18:48:00,http://n2t.net/ark:/65665/38a8bb23d-92d1-4613-a02e-0c05e9328919
1069,192012,Specimen/Lot,,1,Lanius cristatus lucionensis,,Lanius cristatus lucionensis : Laniidae : Passeriformes : Aves : Chordata,Passeriformes,Laniidae,,,Brown Shrike,19 Mar 1904,,,Philippines,Mindanao,Zamboanga Del Sur,Zamboanga,,,,,"Mearns, E. A.",13411,Male/Adult,Skin: Whole,,,,,,,,,,,15 Aug 2014 18:48:00,http://n2t.net/ark:/65665/3f9b0103e-2b07-4f92-b5a8-50d843340d12
1070,192013,Specimen/Lot,,1,Lanius cristatus lucionensis,,Lanius cristatus lucionensis : Laniidae : Passeriformes : Aves : Chordata,Passeriformes,Laniidae,,,Brown Shrike,1 Feb 1904,,,Philippines,Mindanao,Zamboanga Sibugay,Buluan Island,,,,,"Mearns, E. A.",13318,Female,Skin: Whole,,The island of Buluan is well off the south shore of Mindanao,,,,,,,,,15 Aug 2014 18:48:00,http://n2t.net/ark:/65665/3b6b3160c-3bda-4eca-8691-c81c75fcb49f
1071,201256,Specimen/Lot,,1,Lanius cristatus lucionensis,,Lanius cristatus lucionensis : Laniidae : Passeriformes : Aves : Chordata,Passeriformes,Laniidae,,,Brown Shrike,13 Feb 1906,,,Philippines,Basilan,Basilan,Isabella,,,,,"Mearns, E. A.",13948,Female/Immature,Skin: Whole,,,,,,,,,,,15 Aug 2014 18:48:00,http://n2t.net/ark:/65665/3a500e240-10d4-4621-b5e3-fcb42df12f36
1072,202155,Specimen/Lot,,1,Lanius cristatus lucionensis,,Lanius cristatus lucionensis : Laniidae : Passeriformes : Aves : Chordata,Passeriformes,Laniidae,,,Brown Shrike,7 Oct 1906,,,Philippines,,,Palmas Island,,,,,"Mearns, E. A.",14390,Female,Skin: Whole,,,,,,,,,,,15 Aug 2014 18:48:00,http://n2t.net/ark:/65665/36ff2ca63-9395-48ba-9d4f-44c0c88698ce
1073,202164,Specimen/Lot,,1,Lanius cristatus lucionensis,,Lanius cristatus lucionensis : Laniidae : Passeriformes : Aves : Chordata,Passeriformes,Laniidae,,,Brown Shrike,3 Feb 1907,,,Philippines,Luzon,Ilocos Norte,San Miguel,,,,,"Mearns, E. A.",14848,Female,Skin: Whole,,,,,,,,,,,15 Aug 2014 18:48:00,http://n2t.net/ark:/65665/3119fb2ea-de99-42cc-a8b6-f7d67a8b0051
1074,190084,Specimen/Lot,,1,Lanius cristatus lucionensis,,Lanius cristatus lucionensis : Laniidae : Passeriformes : Aves : Chordata,Passeriformes,Laniidae,,,Brown Shrike,14 Oct 1903,,,Philippines,Mindanao,Zamboanga Del Sur,Zamboanga,6.9243,122.06200000000001,,,"Mearns, E. A.",13045; 19,Male/Adult,Skin: Whole,,,,,,,,,,,15 Aug 2014 18:48:00,http://n2t.net/ark:/65665/32444e1d5-a5d9-46f9-9b8c-5d1c97cb05f5
1075,190087,Specimen/Lot,,1,Lanius cristatus lucionensis,,Lanius cristatus lucionensis : Laniidae : Passeriformes : Aves : Chordata,Passeriformes,Laniidae,,,Brown Shrike,7 Oct 1903,,,Philippines,Mindanao,Lanao Del Sur,"Malabang, target range",,,,,"Mearns, E. A.",13036; 11,Unknown,Skin: Whole,,,,,,,,,,,15 Aug 2014 18:48:00,http://n2t.net/ark:/65665/3531da333-8ece-4693-b20f-00747ae7b6c3
1076,190612,Specimen/Lot,,1,Lanius cristatus lucionensis,,Lanius cristatus lucionensis : Laniidae : Passeriformes : Aves : Chordata,Passeriformes,Laniidae,,,Brown Shrike,26 Oct 1903,,,Philippines,Mindanao,,Makar,,,,,"Mearns, E. A.",13114; 88,Male,Skin: Whole,,,,,,,,,,,15 Aug 2014 18:48:00,http://n2t.net/ark:/65665/32234b641-5a66-45c3-80d3-1da254c78499
1077,190613,Specimen/Lot,,1,Lanius cristatus lucionensis,,Lanius cristatus lucionensis : Laniidae : Passeriformes : Aves : Chordata,Passeriformes,Laniidae,,,Brown Shrike,26 Oct 1903,,,Philippines,Mindanao,,Makar,,,,,"Mearns, E. A.",13115; 89,Male/Adult,Skin: Whole,,,,,,,,,,,15 Aug 2014 18:48:00,http://n2t.net/ark:/65665/376b7144c-71af-4a09-9306-d387d091139b
1078,202157,Specimen/Lot,,1,Lanius cristatus lucionensis,,Lanius cristatus lucionensis : Laniidae : Passeriformes : Aves : Chordata,Passeriformes,Laniidae,,,Brown Shrike,8 Dec 1906,,,Philippines,Mindoro,Mindoro Oriental,Calapan,,,,,"Mearns, E. A.",14577,Female,Skin: Whole,,,,,,,,,,,15 Aug 2014 18:48:00,http://n2t.net/ark:/65665/3e306a90c-3e59-40a4-b341-666a47919634
1079,202163,Specimen/Lot,,1,Lanius cristatus lucionensis,,Lanius cristatus lucionensis : Laniidae : Passeriformes : Aves : Chordata,Passeriformes,Laniidae,,,Brown Shrike,22 Jan 1907,,,Philippines,Luzon,Ilocos Norte,Laoag,,,,,"Mearns, E. A.",14752,Female,Skin: Whole,,,,,,,,,,,15 Aug 2014 18:48:00,http://n2t.net/ark:/65665/392368a82-fcb1-477f-9ce9-8db56d61446e
1080,208382,Specimen/Lot,,1,Lanius cristatus lucionensis,,Lanius cristatus lucionensis : Laniidae : Passeriformes : Aves : Chordata,Passeriformes,Laniidae,,,Brown Shrike,7 May 1906,,,Philippines,Luzon,Benguet,Baguio,,,,,"Mearns, E. A.",15143,Male,Skin: Whole,,,,,,,,,,,15 Aug 2014 18:48:00,http://n2t.net/ark:/65665/383918b10-916f-4d18-9481-2d4231fa0e2c
1081,B 31128,Specimen/Lot,,4,Lanius schach,,Lanius schach : Laniidae : Passeriformes : Aves : Chordata,Passeriformes,Laniidae,,,,3 May 1907,,,Philippines,Luzon,Benguet,Baguio,,,,,"Mearns, E. A.",,unknown,Nest(s); Egg(s),,,,,,,,,,,11 Aug 2014 19:17:00,http://n2t.net/ark:/65665/3b83f960b-b474-44c3-8dc9-37bf5a29441c
1082,200587,Specimen/Lot,,1,Lanius schach nasutus,,Lanius schach nasutus : Laniidae : Passeriformes : Aves : Chordata,Passeriformes,Laniidae,,,,28 Nov 1905,,,Philippines,Luzon,,Camp Statsenburg,,,,,"Mearns, E. A.",13765,Male/Adult,Skin: Whole:flat,,,,,,,,,,,15 Aug 2014 18:48:00,http://n2t.net/ark:/65665/3c76b7c7c-daca-4b47-93b6-0ed493c8f336
1083,200945,Specimen/Lot,,1,Lanius schach nasutus,,Lanius schach nasutus : Laniidae : Passeriformes : Aves : Chordata,Passeriformes,Laniidae,,,,28 Mar 1906,,,Philippines,Mindanao,Zamboanga Del Sur,"Zamboanga, 9 mi E",,,,,"Mearns, E. A.",14015,Male/Immature,Skin: Whole:flat,,,,,,,,,,,15 Aug 2014 18:50:00,http://n2t.net/ark:/65665/3947bbcc2-8dcf-4069-9312-65bbd2e5cb69
1084,192008,Specimen/Lot,,1,Lanius schach nasutus,,Lanius schach nasutus : Laniidae : Passeriformes : Aves : Chordata,Passeriformes,Laniidae,,,,3 Mar 1904,,,Philippines,Mindanao,Cotabato Region,Cotabato,14.6915,121.03299999999999,,,"Mearns, E. A.",13402,Male/Adult,Skin: Whole,,Moro: Kah-bong-iy-bong-ey,,,,,,,,,15 Aug 2014 18:50:00,http://n2t.net/ark:/65665/334958f2a-5eab-4243-9f54-0416e706b9c2
1085,190213,Specimen/Lot,,1,Lanius schach nasutus,,Lanius schach nasutus : Laniidae : Passeriformes : Aves : Chordata,Passeriformes,Laniidae,,,,11 Aug 1903,,,Philippines,Mindanao,Lanao Region,Pantar,,,,,"Mearns, E. A.",12887,Unknown,Skin: Whole,,,,,,,,,,,15 Aug 2014 18:50:00,http://n2t.net/ark:/65665/310534e84-c44b-4282-9a4a-757dc5cb5496
1086,190214,Specimen/Lot,,1,Lanius schach nasutus,,Lanius schach nasutus : Laniidae : Passeriformes : Aves : Chordata,Passeriformes,Laniidae,,,,16 Aug 1903,,,Philippines,Mindanao,Lanao Region,Pantar,,,,,"Mearns, E. A.",12916,Male/Adult,Skin: Whole,,,,,,,,,,,15 Aug 2014 18:50:00,http://n2t.net/ark:/65665/3e28ade3b-aafb-4e92-8008-a0ca26cb5bbf
1087,202165,Specimen/Lot,,1,Lanius schach nasutus,,Lanius schach nasutus : Laniidae : Passeriformes : Aves : Chordata,Passeriformes,Laniidae,,,,19 Jan 1907,,,Philippines,Luzon,Ilocos Norte,Laoag,,,,,"Mearns, E. A.",14702,Female,Skin: Whole,,,,,,,,,,,15 Aug 2014 18:50:00,http://n2t.net/ark:/65665/304be6105-bee5-4434-bd15-e197b30818b0
1088,202170,Specimen/Lot,,1,Lanius schach nasutus,,Lanius schach nasutus : Laniidae : Passeriformes : Aves : Chordata,Passeriformes,Laniidae,,,,22 Jan 1907,,,Philippines,Luzon,Ilocos Norte,Laoag,,,,,"Mearns, E. A.",14751,Female,Skin: Whole,,,,,,,,,,,15 Aug 2014 18:50:00,http://n2t.net/ark:/65665/378d622b2-0eee-4dff-ace8-71efded68a9b
1089,200944,Specimen/Lot,,1,Lanius schach nasutus,,Lanius schach nasutus : Laniidae : Passeriformes : Aves : Chordata,Passeriformes,Laniidae,,,,28 Mar 1906,,,Philippines,Mindanao,Zamboanga Del Sur,"Zamboanga, 9 mi E",,,,,"Mearns, E. A.",14016,Male/Immature,Skin: Whole,,,,,,,,,,,15 Aug 2014 18:50:00,http://n2t.net/ark:/65665/3cf3d2c88-6a93-4f8d-8897-f1fc0a249be9
1090,202169,Specimen/Lot,,1,Lanius schach nasutus,,Lanius schach nasutus : Laniidae : Passeriformes : Aves : Chordata,Passeriformes,Laniidae,,,,22 Jan 1907,,,Philippines,Luzon,Ilocos Norte,Laoag,,,,,"Mearns, E. A.",14750,Female,Skin: Whole,,,,,,,,,,,15 Aug 2014 18:50:00,http://n2t.net/ark:/65665/328a4c7c2-6dc7-4ded-b97f-5c3cb2ee562e
1091,202175,Specimen/Lot,,1,Lanius schach nasutus,,Lanius schach nasutus : Laniidae : Passeriformes : Aves : Chordata,Passeriformes,Laniidae,,,,14 Jan 1907,,,Philippines,Luzon,Ilocos Norte,Currimao,,,,,"Mearns, E. A.",14679,Female,Skin: Whole,,,,,,,,,,,15 Aug 2014 18:50:00,http://n2t.net/ark:/65665/3ec0ecc55-1737-4010-9a76-0aefeb0e0242
1092,202177,Specimen/Lot,,1,Lanius schach nasutus,,Lanius schach nasutus : Laniidae : Passeriformes : Aves : Chordata,Passeriformes,Laniidae,,,,28 Dec 1906,,,Philippines,Luzon,Benguet,Baguio,,,,,"Mearns, E. A.",14624,Male,Skin: Whole,,,,,,,,,,,15 Aug 2014 18:50:00,http://n2t.net/ark:/65665/371172299-594c-4173-b9c4-794fdbe788b7
1093,208379,Specimen/Lot,,1,Lanius schach nasutus,,Lanius schach nasutus : Laniidae : Passeriformes : Aves : Chordata,Passeriformes,Laniidae,,,,22 Apr 1907,,,Philippines,Luzon,Benguet,Baguio,,,,,"Mearns, E. A.",15112,Female,Skin: Whole,,,,,,,,,,,15 Aug 2014 18:50:00,http://n2t.net/ark:/65665/33c3f13a2-4a08-4f69-a1b7-a327adb25e2f
1094,208381,Specimen/Lot,,1,Lanius schach nasutus,,Lanius schach nasutus : Laniidae : Passeriformes : Aves : Chordata,Passeriformes,Laniidae,,,,3 May 1907,,,Philippines,Luzon,Benguet,Baguio,,,,,"Mearns, E. A.",15138,Female,Skin: Whole,,parent of nest with 4 eggs,,,,,,,,,15 Aug 2014 18:50:00,http://n2t.net/ark:/65665/3f81ce903-512a-4a0b-9f3b-68f5f2fd4bca
1095,192007,Specimen/Lot,,1,Lanius schach nasutus,,Lanius schach nasutus : Laniidae : Passeriformes : Aves : Chordata,Passeriformes,Laniidae,,,,15 Feb 1904,,,Philippines,Mindanao,,Iligan,,,,,"Mearns, E. A.",13333,Male/Adult,Skin: Whole,,,,,,,,,,,15 Aug 2014 18:50:00,http://n2t.net/ark:/65665/3bf70c645-7306-4693-acb7-10354fcf8ea9
1096,190212,Specimen/Lot,,1,Lanius schach nasutus,,Lanius schach nasutus : Laniidae : Passeriformes : Aves : Chordata,Passeriformes,Laniidae,,,,11 Aug 1903,,,Philippines,Mindanao,Lanao Region,Pantar,,,,,"Mearns, E. A.",12886,Unknown,Skin: Whole,,,,,,,,,,,15 Aug 2014 18:50:00,http://n2t.net/ark:/65665/35bf84212-d39e-4d3d-9d08-f5622c882473
1097,190678,Specimen/Lot,,1,Lanius schach nasutus,,Lanius schach nasutus : Laniidae : Passeriformes : Aves : Chordata,Passeriformes,Laniidae,,,,25 Sep 1903,,,Philippines,Mindanao,Misamis Region,Camp Pantar,,,,,"Mearns, E. A.",13017,Male/Adult,Skin: Whole,,a common bird at Pantar,,,,,,,,,15 Aug 2014 18:50:00,http://n2t.net/ark:/65665/373b66733-eca4-45ec-9def-a40b0f11612d
1098,202166,Specimen/Lot,,1,Lanius schach nasutus,,Lanius schach nasutus : Laniidae : Passeriformes : Aves : Chordata,Passeriformes,Laniidae,,,,20 Jan 1907,,,Philippines,Luzon,Ilocos Norte,Laoag,,,,,"Mearns, E. A.",14728,Male,Skin: Whole,,,,,,,,,,,15 Aug 2014 18:50:00,http://n2t.net/ark:/65665/3279fa41b-07ea-4caa-946d-a6805ac4ff82
1099,202179,Specimen/Lot,,1,Lanius schach nasutus,,Lanius schach nasutus : Laniidae : Passeriformes : Aves : Chordata,Passeriformes,Laniidae,,,,31 Dec 1906,,,Philippines,Luzon,Benguet,Mount Santo Tomas,16.3351,120.561,1600,,"Mearns, E. A.",14640,Female,Skin: Whole,,,,,,,,,,,15 Aug 2014 18:50:00,http://n2t.net/ark:/65665/321e1eb8c-e3f3-424c-bd2d-13e28ac0f223
1100,208380,Specimen/Lot,,1,Lanius schach nasutus,,Lanius schach nasutus : Laniidae : Passeriformes : Aves : Chordata,Passeriformes,Laniidae,,,,25 Apr 1907,,,Philippines,Luzon,Benguet,Baguio,,,,,"Mearns, E. A.",15117,Male/Juvenile,Skin: Whole,,,,,,,,,,,15 Aug 2014 18:50:00,http://n2t.net/ark:/65665/37d983f3c-6307-47f6-b174-cbdb2b95bda7
1101,201257,Specimen/Lot,,1,Lanius schach nasutus,,Lanius schach nasutus : Laniidae : Passeriformes : Aves : Chordata,Passeriformes,Laniidae,,,,3 Feb 1906,,,Philippines,Basilan,,,,,,,"Mearns, E. A.",13940,Female/Adult,Skin: Whole,,"new to the island, but not uncommon in savannah country",,,,,,,,,15 Aug 2014 18:50:00,http://n2t.net/ark:/65665/3a7d10c57-8ab4-45e0-b7a4-bf8fedb93bb3
1102,202168,Specimen/Lot,,1,Lanius schach nasutus,,Lanius schach nasutus : Laniidae : Passeriformes : Aves : Chordata,Passeriformes,Laniidae,,,,21 Jan 1907,,,Philippines,Luzon,Ilocos Norte,Laoag,,,,,"Mearns, E. A.",14737,Female,Skin: Whole,,,,,,,,,,,15 Aug 2014 18:50:00,http://n2t.net/ark:/65665/3b5316152-1373-45f1-954d-be03a794aeee
1103,202171,Specimen/Lot,,1,Lanius schach nasutus,,Lanius schach nasutus : Laniidae : Passeriformes : Aves : Chordata,Passeriformes,Laniidae,,,,25 Jan 1907,,,Philippines,Luzon,Ilocos Norte,Laoag,,,,,"Mearns, E. A.",14780,Female,Skin: Whole,,,,,,,,,,,15 Aug 2014 18:50:00,http://n2t.net/ark:/65665/391601951-6480-463c-9108-0ad1be04e388
1104,202172,Specimen/Lot,,1,Lanius schach nasutus,,Lanius schach nasutus : Laniidae : Passeriformes : Aves : Chordata,Passeriformes,Laniidae,,,,26 Jan 1907,,,Philippines,Luzon,Ilocos Norte,Laoag,,,,,"Mearns, E. A.",14790,Female,Skin: Whole,,,,,,,,,,,15 Aug 2014 18:50:00,http://n2t.net/ark:/65665/37c3c2358-e6d4-4e58-a271-01a802042a0f
1105,202173,Specimen/Lot,,1,Lanius schach nasutus,,Lanius schach nasutus : Laniidae : Passeriformes : Aves : Chordata,Passeriformes,Laniidae,,,,26 Jan 1907,,,Philippines,Luzon,Ilocos Norte,Laoag,,,,,"Mearns, E. A.",14791,Male,Skin: Whole,,,,,,,,,,,15 Aug 2014 18:50:00,http://n2t.net/ark:/65665/3871f4246-19f7-4259-865b-f6c10c6d4fc0
1106,202174,Specimen/Lot,,1,Lanius schach nasutus,,Lanius schach nasutus : Laniidae : Passeriformes : Aves : Chordata,Passeriformes,Laniidae,,,,29 Jan 1907,,,Philippines,Luzon,Ilocos Norte,Laoag,,,,,"Mearns, E. A.",14816,Female,Skin: Whole,,,,,,,,,,,15 Aug 2014 18:50:00,http://n2t.net/ark:/65665/3cab3a012-e6f1-4b0c-b6dc-b3d07d2da882
1107,202176,Specimen/Lot,,1,Lanius schach nasutus,,Lanius schach nasutus : Laniidae : Passeriformes : Aves : Chordata,Passeriformes,Laniidae,,,,8 Apr 1907,,,Philippines,Luzon,Benguet,Baguio,,,,,"Mearns, E. A.",15090,Male,Skin: Whole,,,,,,,,,,,15 Aug 2014 18:50:00,http://n2t.net/ark:/65665/3c1e40602-805a-4d90-93b6-111270f2cb12
1108,202178,Specimen/Lot,,1,Lanius schach nasutus,,Lanius schach nasutus : Laniidae : Passeriformes : Aves : Chordata,Passeriformes,Laniidae,,,,3 Jan 1907,,,Philippines,Luzon,Benguet,Baguio,,,,,"Mearns, E. A.",14676,Male,Skin: Whole,,,,,,,,,,,15 Aug 2014 18:50:00,http://n2t.net/ark:/65665/3ae80c951-2c3b-4ee0-a1a2-3c9da91eae03
1109,191895,Specimen/Lot,Types,1,Lanius schach suluensis,Cephalophoneus suluensis Mearns,Lanius schach suluensis : Laniidae : Passeriformes : Aves : Chordata,Passeriformes,Laniidae,Type,"Mearns. February 21, 1905. Proc. Biol. Soc. Washington. 18: 86.",,21 Feb 1904,,,Philippines,Sulu Archipelago,Sulu Province,"Jolo Island, Bual",6.015,121.105,,,"Mearns, E. A.",13355,Male/Adult,Skin: Whole,,,,,,,,,,,01 Nov 2017 18:25:00,http://n2t.net/ark:/65665/36eef6fd6-f922-456c-9416-e8c1978b0b41
1110,191896,Specimen/Lot,,1,Lanius schach suluensis,,Lanius schach suluensis : Laniidae : Passeriformes : Aves : Chordata,Passeriformes,Laniidae,,,,21 Feb 1904,,,Philippines,Sulu Archipelago,Sulu Province,"Sulu Island, = Jolo Island, Bual, Jolo Group",,,,,"Mearns, E. A.",13354,Male/Adult,Skin: Whole,,,,,,,,,,,15 Aug 2014 18:50:00,http://n2t.net/ark:/65665/30fa215e1-0eda-4b35-885d-85ed2aceb287
1111,208377,Specimen/Lot,,1,Lanius validirostris validirostris,,Lanius validirostris validirostris : Laniidae : Passeriformes : Aves : Chordata,Passeriformes,Laniidae,,,,25 Jul 1907,,,Philippines,Luzon,Benguet,"Paoay, near, Haights-In-the-Oaks",,,2134,,"Mearns, E. A.",15384,Male,Skin: Whole,,,,,,,,,,,15 Aug 2014 18:46:00,http://n2t.net/ark:/65665/3916962d8-7eb3-4dd5-bcc0-a99fc0ec60c0
1112,208376,Specimen/Lot,,1,Lanius validirostris validirostris,,Lanius validirostris validirostris : Laniidae : Passeriformes : Aves : Chordata,Passeriformes,Laniidae,,,,23 Jul 1907,,,Philippines,Luzon,Benguet,"Paoay, near, Haights-In-the-Oaks",,,2134,,"Mearns, E. A.",15379,Female,Skin: Whole,,,,,,,,,,,15 Aug 2014 18:50:00,http://n2t.net/ark:/65665/39870fb07-31b1-4590-af2d-d0013742fdee
1113,208378,Specimen/Lot,,1,Lanius validirostris validirostris,,Lanius validirostris validirostris : Laniidae : Passeriformes : Aves : Chordata,Passeriformes,Laniidae,,,,2 Aug 1907,,,Philippines,Luzon,Benguet,"Paoay, near, Haights-In-the-Oaks",,,2134,,"Mearns, E. A.",15467,Female,Skin: Whole,,,,,,,,,,,15 Aug 2014 18:50:00,http://n2t.net/ark:/65665/3d33a3837-06ba-4dd6-92b1-2f5d9f951b46
1114,191910,Specimen/Lot,,1,Larus ridibundus,,Larus ridibundus : Laridae : Charadriiformes : Aves : Chordata,Charadriiformes,Laridae,,,Black-headed Gull,16 Feb 1904,,,Philippines,Mindanao,,,,,,,"Mearns, E. A.",1049,unknown,Skin: Partial,,,,,,,,,,,13 Aug 2014 19:46:00,http://n2t.net/ark:/65665/395f92630-8995-42f5-b012-34c06410178d
1115,192260,Specimen/Lot,Types,1,Leonardina woodi,Leonardia woodi Mearns,Leonardina woodi : Timaliidae : Passeriformes : Aves : Chordata,Passeriformes,Timaliidae,Type,"Mearns. January 20, 1905. Proc. Biol. Soc. Washington. 18: 2.",,11 Jul 1904,,,Philippines,Mindanao,Davao del Sur,"Mount Apo, Todaya",6.989439999999999,125.27,1219,,"Mearns, E. A.",13689,Male/Adult,Skin: Whole,,,,,,,,,,,01 Nov 2017 15:19:00,http://n2t.net/ark:/65665/3de7811f0-a882-4a90-a2c6-34b26dafbf1c
1116,200669,Specimen/Lot,,1,Limosa lapponica baueri,,Limosa lapponica baueri : Scolopacidae : Charadriiformes : Aves : Chordata,Charadriiformes,Scolopacidae,,,Bar-tailed Godwit,5 Jan 1906,,,Philippines,Sulu Archipelago,Sulu Province,"Sibutu Island, Three Islands S",,,,,"Mearns, E. A.; Langhorne, G. T.",13843,Female/Adult,Skin: Whole,,,,,,,,,,,13 Aug 2014 20:08:00,http://n2t.net/ark:/65665/31a15b397-9400-4ace-ab5e-6903761312c5
1117,202465,Specimen/Lot,,1,Locustella ochotensis ochotensis,,Locustella ochotensis ochotensis : Sylviidae : Passeriformes : Aves : Chordata,Passeriformes,Sylviidae,,,Middendorff's Grasshopper-Warbler,29 May 1907,,,Philippines,Babuyan Islands,Cagayan,Fuga Island,,,,,"Mearns, E. A.",15209; 33,Male,Skin: Whole,,,,,,,,,,,28 Jun 2017 19:08:00,http://n2t.net/ark:/65665/319e4e91d-8439-46b8-9dd9-d03d6649fb36
1118,201274,Specimen/Lot,,1,Lonchura leucogastra manueli,,Lonchura leucogastra manueli : Estrildidae : Passeriformes : Aves : Chordata,Passeriformes,Estrildidae,,,,26 Jan 1906,,,Philippines,Basilan,Basilan,"Isabella, near",,,,,"Mearns, E. A.",13904,Male/Juvenile,Skin: Whole,,"Myia, Moro name",,,,,,,,,17 Apr 2017 19:53:00,http://n2t.net/ark:/65665/3b5b87978-58ec-408b-bb49-370514ad115b
1119,201275,Specimen/Lot,,1,Lonchura leucogastra manueli,,Lonchura leucogastra manueli : Estrildidae : Passeriformes : Aves : Chordata,Passeriformes,Estrildidae,,,,26 Jan 1906,,,Philippines,Basilan,Basilan,"Isabella, near",,,,,"Mearns, E. A.",13905,Male/Adult,Skin: Whole,,"My-yuh, Moro",,,,,,,,,17 Apr 2017 19:53:00,http://n2t.net/ark:/65665/37911a0ce-68ad-41f9-b621-11510a16fad4
1120,201277,Specimen/Lot,,1,Lonchura leucogastra manueli,,Lonchura leucogastra manueli : Estrildidae : Passeriformes : Aves : Chordata,Passeriformes,Estrildidae,,,,26 Jan 1906,,,Philippines,Basilan,Basilan,"Isabella, near",,,,,"Mearns, E. A.",13907,Unknown,Skin: Whole,,"My-yuh, Moro name",,,,,,,,,17 Apr 2017 19:59:00,http://n2t.net/ark:/65665/36239c564-3184-47fe-95f3-4fc97a236cb2
1121,201276,Specimen/Lot,,1,Lonchura leucogastra manueli,,Lonchura leucogastra manueli : Estrildidae : Passeriformes : Aves : Chordata,Passeriformes,Estrildidae,,,,26 Jan 1906,,,Philippines,Basilan,Basilan,"Isabella, near",,,,,"Mearns, E. A.",13906,Female/Adult,Skin: Whole,,"My-yuh, Moro name",,,,,,,,,17 Apr 2017 19:59:00,http://n2t.net/ark:/65665/3f68a9f2d-d180-473c-8896-01e814f4c9de
1122,201273,Specimen/Lot,Types,1,Lonchura leucogastra manueli Parkes,,Lonchura leucogastra manueli Parkes : Estrildidae : Passeriformes : Aves : Chordata,Passeriformes,Estrildidae,Type,"Parkes. October 21, 1958. Proc. U.S. Nat. Mus. 108: 280.",,26 Jan 1906,,,Philippines,Basilan,Basilan,"Isabela, Near",6.66056,121.985,,,"Mearns, E. A.",13903,Male/Adult,Skin: Whole,,,,,,,,,,,17 Jan 2020 00:03:00,http://n2t.net/ark:/65665/39d1729cb-6fb9-40f5-bee2-5567dd7b31bc
1123,B 30980,Specimen/Lot,,1,Lonchura malacca,,Lonchura malacca : Estrildidae : Passeriformes : Aves : Chordata,Passeriformes,Estrildidae,,,Chestnut Mannikin,12 Jul 1904,,,Philippines,Mindanao,Davao del Sur,"Mount Apo, Todaya",,,,,"Mearns, E. A.",NO. 11,unknown,Nest(s),,,,,,,,,,,11 Aug 2014 19:17:00,http://n2t.net/ark:/65665/3c4e73d81-e762-45d7-8290-0f8f752bafdd
1124,B 30588,Specimen/Lot,,1,Lonchura malacca,,Lonchura malacca : Estrildidae : Passeriformes : Aves : Chordata,Passeriformes,Estrildidae,,,Chestnut Mannikin,17 Aug 1903,,,Philippines,Mindanao,,,,,,,"Mearns, E. A.",,unknown,Nest(s),,,,,,,,,,,11 Aug 2014 19:17:00,http://n2t.net/ark:/65665/336c5ca9e-bd6c-4128-9608-c96260370fa3
1125,B 30962,Specimen/Lot,,5,Lonchura malacca,,Lonchura malacca : Estrildidae : Passeriformes : Aves : Chordata,Passeriformes,Estrildidae,,,Chestnut Mannikin,3 Jun 1904,,,Philippines,Mindanao,Zamboanga Del Sur,Zamboanga,,,,,"Mearns, E. A.",,unknown,Nest(s); Egg(s),,,,,,,,,,,11 Aug 2014 19:17:00,http://n2t.net/ark:/65665/372e3d8d9-2982-4b4b-acdc-3401efa45ce9
1126,19865,Specimen/Lot,,1,Lonchura malacca,,Lonchura malacca : Estrildidae : Passeriformes : Aves : Chordata,Passeriformes,Estrildidae,,,Chestnut Mannikin,14 May 1904,,,Philippines,Mindanao,,Zamboanga,,,,,"Mearns, E. A.",,unknown/Chick,Alcoholic: Whole,,"Originally cataloged as lot of 3 specimens; extra specimens now given new USNM #s: 654985, 654986",,,,,,,,,25 May 2017 18:04:00,http://n2t.net/ark:/65665/3113b89e4-df13-48c9-9e06-b431b28ec1aa
1127,654985,Specimen/Lot,,1,Lonchura malacca,,Lonchura malacca : Estrildidae : Passeriformes : Aves : Chordata,Passeriformes,Estrildidae,,,Chestnut Mannikin,14 May 1904,,,Philippines,Mindanao,,Zamboanga,,,,,"Mearns, E. A.",,Unknown/Chick,Alcoholic: Whole,,Originally cataloged as lot of 3 specimens under USNM 19865,,,,,,,,,25 May 2017 18:07:00,http://n2t.net/ark:/65665/39a75ab54-6ec1-48a3-9da0-4c8e4bfa5111
