,Catalog Number - USNM,Kind of Object,Special Collections,Specimen Count,Current Identification,Other Identifications,Name Hierarchy,Order,Family,Type Status,Type Citations,Common Name (Name : Language),Date Collected,Ocean,Sea/Gulf,Country,Island,Province/State,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Expedition,Collector(s),Field Number(s),Sex/Stage,Preparation Details (Preparation:Remarks),Measurements,Notes,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
0,201817,Specimen/Lot,,1,Accipiter soloensis,,Accipiter soloensis : Accipitridae : Falconiformes : Aves : Chordata,Falconiformes,Accipitridae,,,Gray Frog-Hawk,7 Nov 1906,,,Philippines,Mindanao,,,,,,,"Mearns, E. A.",14459,Female/Immature,Skin: Whole,,,,,,,,,,,13 Aug 2014 18:58:00,http://n2t.net/ark:/65665/3b57a806e-f0b1-49e2-ae3b-0a3b3fa30998
1,192108,Specimen/Lot,,1,Accipiter virgatus,,Accipiter virgatus : Accipitridae : Falconiformes : Aves : Chordata,Falconiformes,Accipitridae,,,,1 Jul 1904,,,Philippines,Mindanao,,,,,,,"Mearns, E. A.",13521; 13621,Female/Immature,Skin: Whole,,,,,,,,,,,13 Aug 2014 18:58:00,http://n2t.net/ark:/65665/3992718b3-175a-4dfd-87c7-3515c9971a56
2,288068,Specimen/Lot,,1,Aceros leucocephalus,,Aceros leucocephalus : Bucerotidae : Coraciiformes : Aves : Chordata,Coraciiformes,Bucerotidae,,,,10 Aug 1903,,,Philippines,Mindanao,Lanao Region,Pantor,,,,,"Mearns, E. A.",12868,unknown,Skeleton: Partial:skull,,,,,,,,,,,13 Aug 2014 17:29:00,http://n2t.net/ark:/65665/3d4df40c9-dfdc-45ba-92ca-82241d3664d3
3,190665,Specimen/Lot,,1,Aceros leucocephalus,,Aceros leucocephalus : Bucerotidae : Coraciiformes : Aves : Chordata,Coraciiformes,Bucerotidae,,,,11 Aug 1903,,,Philippines,Mindanao,Lanao Region,Pantar,,,,,"Mearns, E. A.",12871,Male/Adult,Skin: Whole,,,,,,,,,,,15 Aug 2014 16:09:00,http://n2t.net/ark:/65665/3690f7116-4ca9-44fe-b7ac-147b101ca7c9
4,190666,Specimen/Lot,,1,Aceros leucocephalus,,Aceros leucocephalus : Bucerotidae : Coraciiformes : Aves : Chordata,Coraciiformes,Bucerotidae,,,,11 Aug 1903,,,Philippines,Mindanao,Lanao Region,Pantar,,,,,"Mearns, E. A.",12870,Male/Adult,Skin: Whole,,,,,,,,,,,15 Aug 2014 16:09:00,http://n2t.net/ark:/65665/32812aed9-ee6f-4ff1-919a-8021c44f5201
5,190667,Specimen/Lot,,1,Aceros leucocephalus,,Aceros leucocephalus : Bucerotidae : Coraciiformes : Aves : Chordata,Coraciiformes,Bucerotidae,,,,1 Sep 1903,,,Philippines,Mindanao,Lanao Region,Pantar,,,,,"Mearns, E. A.",12967,Female/Adult,Skin: Whole,,,,,,,,,,,15 Aug 2014 16:09:00,http://n2t.net/ark:/65665/3f5a50ebb-8ee2-42f7-a47b-e739856d7278
6,192123,Specimen/Lot,,1,Aceros leucocephalus,,Aceros leucocephalus : Bucerotidae : Coraciiformes : Aves : Chordata,Coraciiformes,Bucerotidae,,,,26 Jun 1904,,,Philippines,Mindanao,Davao del Sur,"Mount Apo, Todaya",,,,,"Mearns, E. A.",13595,Male/Adult,Skin: Whole,,,,,,,,,,,15 Aug 2014 16:09:00,http://n2t.net/ark:/65665/390eb0881-10bb-41de-8ad1-1ad7e12260ce
7,200925,Specimen/Lot,,1,Aceros leucocephalus,,Aceros leucocephalus : Bucerotidae : Coraciiformes : Aves : Chordata,Coraciiformes,Bucerotidae,,,,12 May 1906,,,Philippines,Mindanao,,Ceatagan,,,335,,"Mearns, E. A.",14280,Male/Adult,Skin: Whole,,,,,,,,,,,15 Aug 2014 16:09:00,http://n2t.net/ark:/65665/3c287f81a-604e-47ad-b627-928c283e6ec1
8,202464,Specimen/Lot,,1,Acrocephalus orientalis,Acrocephalus arundinaceus,Acrocephalus orientalis : Sylviidae : Passeriformes : Aves : Chordata,Passeriformes,Sylviidae,,,,12 Oct 1906,,,Philippines,Sulu Archipelago,Sulu Province,"Siasi Island, Siasi",,,,,"Mearns, E. A.",14403,Male,Skin: Whole,,,,,,,,,,,28 Jul 2017 16:07:00,http://n2t.net/ark:/65665/3086664ca-7018-46d4-934e-a8f278ffcfd5
9,191492,Specimen/Lot,,1,Acrocephalus orientalis,Acrocephalus arundinaceus,Acrocephalus orientalis : Sylviidae : Passeriformes : Aves : Chordata,Passeriformes,Sylviidae,,,,4 Jan 1904,,,Philippines,Mindanao,Zamboanga Del Sur,Zamboanga,,,,,"Mearns, E. A.",13217,Male/Adult,Skin: Whole,,,,,,,,,,,28 Jul 2017 16:07:00,http://n2t.net/ark:/65665/38620f683-7cc0-4d0b-9d87-409597b0c7b6
10,191491,Specimen/Lot,,1,Acrocephalus orientalis,Acrocephalus arundinaceus,Acrocephalus orientalis : Sylviidae : Passeriformes : Aves : Chordata,Passeriformes,Sylviidae,,,,17 Dec 1903,,,Philippines,Mindanao,Zamboanga Del Sur,Zamboanga,,,,,"Mearns, E. A.",13168,Female/Adult,Skin: Whole,,,,,,,,,,,28 Jul 2017 17:16:00,http://n2t.net/ark:/65665/340ab7b0e-8aa9-474d-8dd6-cc4716e4038f
11,200664,Specimen/Lot,,1,Acrocephalus orientalis,Acrocephalus arundinaceus,Acrocephalus orientalis : Sylviidae : Passeriformes : Aves : Chordata,Passeriformes,Sylviidae,,,,9 Jan 1906,,,Philippines,Sulu Archipelago,Sulu Province,Siassi Island,,,,,"Mearns, E. A.",13881,Female/Adult,Skin: Whole,,,,,,,,,,,28 Jul 2017 17:16:00,http://n2t.net/ark:/65665/3eaeb2db7-7ff6-4a61-b7b9-9f97eb8982bd
12,210817,Specimen/Lot,,1,Acrocephalus orientalis,Acrocephalus arundinaceus,Acrocephalus orientalis : Sylviidae : Passeriformes : Aves : Chordata,Passeriformes,Sylviidae,,,,9 Mar 1907,,,Philippines,Luzon,Ilocos Norte,Laoag,,,,,"Mearns, E. A.",15035,Female,Skin: Whole,,,,,,,,,,,28 Jul 2017 17:16:00,http://n2t.net/ark:/65665/30910716e-b257-4f1b-a8dd-89ab7b9d81d1
13,210816,Specimen/Lot,,1,Acrocephalus stentoreus harterti,,Acrocephalus stentoreus harterti : Sylviidae : Passeriformes : Aves : Chordata,Passeriformes,Sylviidae,,,,8 Mar 1907,,,Philippines,Luzon,Ilocos Norte,Laoag,,,,,"Mearns, E. A.",15023,Female,Skin: Whole,,,,,,,,,,,28 Jul 2017 15:29:00,http://n2t.net/ark:/65665/3ec8b7f10-7fdc-4f50-b23e-2d46e6ead838
14,190147,Specimen/Lot,,1,Actitis hypoleucos,,Actitis hypoleucos : Scolopacidae : Charadriiformes : Aves : Chordata,Charadriiformes,Scolopacidae,,,Common Sandpiper,30 Aug 1903,,,Philippines,Mindanao,,Lake Lanao,,,,,"Mearns, E. A.",12954,Male/Adult,Skin: Whole,,,,,,,,,,,13 Aug 2014 20:17:00,http://n2t.net/ark:/65665/34ec3168c-2e4f-4f22-a0fe-68bf82461afb
15,201688,Specimen/Lot,,1,Actitis hypoleucos,,Actitis hypoleucos : Scolopacidae : Charadriiformes : Aves : Chordata,Charadriiformes,Scolopacidae,,,Common Sandpiper,12 Sep 1906,,,Philippines,Palawan,Palawan,Islets of Malampaya Sound,,,,,"Mearns, E. A.",14323,Female,Skin: Whole,,,,,,,,,,,13 Aug 2014 20:17:00,http://n2t.net/ark:/65665/3cf8bb4f4-9053-45db-9022-0de126065077
16,190064,Specimen/Lot,,1,Actitis hypoleucos,,Actitis hypoleucos : Scolopacidae : Charadriiformes : Aves : Chordata,Charadriiformes,Scolopacidae,,,Common Sandpiper,7 Oct 1903,,,Philippines,Mindanao,Lanao Del Sur,"Malabang, target range",,,,,"Mearns, E. A.",13033,unknown/Adult,Skin: Whole,,,,,,,,,,,13 Aug 2014 20:17:00,http://n2t.net/ark:/65665/3c88d4cf8-b909-45c5-acaf-b59a7d14ac3c
17,201687,Specimen/Lot,,1,Actitis hypoleucos,,Actitis hypoleucos : Scolopacidae : Charadriiformes : Aves : Chordata,Charadriiformes,Scolopacidae,,,Common Sandpiper,3 Oct 1906,,,Philippines,Samar,,Lanang,,,,,"Mearns, E. A.; Wood, L.",14351,Female,Skin: Whole,,,,,,,,,,,13 Aug 2014 20:17:00,http://n2t.net/ark:/65665/34f098a76-dd22-4d28-b78c-d1a0348e9758
18,190584,Specimen/Lot,,1,Actitis hypoleucos,,Actitis hypoleucos : Scolopacidae : Charadriiformes : Aves : Chordata,Charadriiformes,Scolopacidae,,,Common Sandpiper,18 Oct 1903,,,Philippines,Mindanao,Lanao Del Sur,Malabang,7.61667,124.1,,,"Mearns, E. A.",48; 13074,Male/Adult,Skin: Whole,,,,,,,,,,,13 Aug 2014 20:17:00,http://n2t.net/ark:/65665/3fad47ac0-db91-4834-ab8e-1983939772c7
19,191860,Specimen/Lot,,1,Actitis hypoleucos,,Actitis hypoleucos : Scolopacidae : Charadriiformes : Aves : Chordata,Charadriiformes,Scolopacidae,,,Common Sandpiper,25 Feb 1904,,,Philippines,,,Cagyan Sulu,,,,,"Mearns, E. A.",13273,Female/Adult,Skin: Whole,,,,,,,,,,,13 Aug 2014 20:18:00,http://n2t.net/ark:/65665/336c59e69-e064-4dcd-b150-7402171e5b54
20,191861,Specimen/Lot,,1,Actitis hypoleucos,,Actitis hypoleucos : Scolopacidae : Charadriiformes : Aves : Chordata,Charadriiformes,Scolopacidae,,,Common Sandpiper,25 Feb 1904,,,Philippines,Cagayan Sulu Islands,Tawi-Tawi,Cagayan Sulu Island,7.0107,118.48,,,"Mearns, E. A.",13274,Female/Adult,Skin: Whole,,,,,,,,,,,13 Aug 2014 20:18:00,http://n2t.net/ark:/65665/33f9731e8-ae2a-44aa-9d6f-47143eacb9a4
21,191862,Specimen/Lot,,1,Actitis hypoleucos,,Actitis hypoleucos : Scolopacidae : Charadriiformes : Aves : Chordata,Charadriiformes,Scolopacidae,,,Common Sandpiper,21 Feb 1904,,,Philippines,,,"Bual, Sulu Island",,,,,"Mearns, E. A.",13253,Male/Adult,Skin: Whole,,,,,,,,,,,13 Aug 2014 20:18:00,http://n2t.net/ark:/65665/3044d09f2-f397-4cf9-aecb-87d2c43221cb
22,191927,Specimen/Lot,,1,Actitis hypoleucos,,Actitis hypoleucos : Scolopacidae : Charadriiformes : Aves : Chordata,Charadriiformes,Scolopacidae,,,Common Sandpiper,11 Feb 1904,,,Philippines,Mindanao,Zamboanga Del Sur,Zamboanga,,,,,"Mearns, E. A.",13223,Male/Adult,Skin: Whole,,,,,,,,,,,13 Aug 2014 20:18:00,http://n2t.net/ark:/65665/357cf7b3b-1ad5-4f57-92d8-26f21f3ee317
23,190585,Specimen/Lot,,1,Actitis hypoleucos,,Actitis hypoleucos : Scolopacidae : Charadriiformes : Aves : Chordata,Charadriiformes,Scolopacidae,,,Common Sandpiper,23 Oct 1903,,,Philippines,Mindanao,,Manay,,,,,"Mearns, E. A.",68; 13094,Male/Adult,Skin: Whole,,,,,,,,,,,13 Aug 2014 20:17:00,http://n2t.net/ark:/65665/37a957540-5720-41e9-85e7-0952b6a59ee8
24,201686,Specimen/Lot,,1,Actitis hypoleucos,,Actitis hypoleucos : Scolopacidae : Charadriiformes : Aves : Chordata,Charadriiformes,Scolopacidae,,,Common Sandpiper,21 Jan 1907,,,Philippines,Luzon,,"Laoag, Ilocos Norte",,,,,"Mearns, E. A.",14738,Female,Skin: Whole,,,,,,,,,,,13 Aug 2014 20:17:00,http://n2t.net/ark:/65665/3b853f1e5-1ddf-41f2-970e-a63d24859d52
25,201685,Specimen/Lot,,1,Actitis hypoleucos,,Actitis hypoleucos : Scolopacidae : Charadriiformes : Aves : Chordata,Charadriiformes,Scolopacidae,,,Common Sandpiper,20 Jan 1907,,,Philippines,Luzon,Ilocos Norte,Laoag,,,,,"Mearns, E. A.",14725,Male,Skin: Whole,,,,,,,,,,,13 Aug 2014 20:17:00,http://n2t.net/ark:/65665/3289ee66b-b884-4025-b9db-1d05b48b3c12
26,201236,Specimen/Lot,,1,Actitis hypoleucos,,Actitis hypoleucos : Scolopacidae : Charadriiformes : Aves : Chordata,Charadriiformes,Scolopacidae,,,Common Sandpiper,27 Jan 1906,,,Philippines,Basilan,Basilan,Isabella,,,,,"Mearns, E. A.",13908,Male/Adult,Skin: Whole,,,,,,,,,,,13 Aug 2014 20:18:00,http://n2t.net/ark:/65665/310a595c2-cade-48f5-8a35-cb1a096bf31b
27,191886,Specimen/Lot,,1,Aerodramus fuciphaga germani,,Aerodramus fuciphaga germani : Apodidae : Apodiformes : Aves : Chordata,Apodiformes,Apodidae,,,,26 Feb 1904,,,Philippines,Cagayan Sulu Islands,Tawi-Tawi,Cagayan Sulu Island,7.0107,118.48,,,"Mearns, E. A.",13377,Male/Adult,Skin: Whole,,,,,,,,,,,15 Aug 2014 15:23:00,http://n2t.net/ark:/65665/3ff2f8066-2b35-4f4f-860f-7aace2f6930f
28,191887,Specimen/Lot,,1,Aerodramus fuciphaga germani,,Aerodramus fuciphaga germani : Apodidae : Apodiformes : Aves : Chordata,Apodiformes,Apodidae,,,,26 Feb 1904,,,Philippines,Cagayan Sulu Islands,Tawi-Tawi,Cagayan Sulu Island,7.0107,118.48,,,"Mearns, E. A.",13378,Male/Adult,Skin: Whole,,,,,,,,,,,15 Aug 2014 15:23:00,http://n2t.net/ark:/65665/31e47b5de-0a62-4d77-8cd5-18b19fe827b7
29,191888,Specimen/Lot,,1,Aerodramus fuciphaga germani,,Aerodramus fuciphaga germani : Apodidae : Apodiformes : Aves : Chordata,Apodiformes,Apodidae,,,,26 Feb 1904,,,Philippines,Cagayan Sulu Islands,Tawi-Tawi,Cagayan Sulu Island,7.0107,118.48,,,"Mearns, E. A.",13379,Female/Adult,Skin: Whole,,,,,,,,,,,15 Aug 2014 15:23:00,http://n2t.net/ark:/65665/3c8e10d58-10f4-46d0-89a6-238b28ac3ebd
30,191889,Specimen/Lot,,1,Aerodramus fuciphaga germani,,Aerodramus fuciphaga germani : Apodidae : Apodiformes : Aves : Chordata,Apodiformes,Apodidae,,,,26 Feb 1904,,,Philippines,Cagayan Sulu Islands,Tawi-Tawi,Cagayan Sulu Island,7.0107,118.48,,,"Mearns, E. A.",13380,Female/Adult,Skin: Whole,,,,,,,,,,,15 Aug 2014 15:23:00,http://n2t.net/ark:/65665/3aa8d4448-6bb5-4db6-8815-1d97c5b05ffa
31,201923,Specimen/Lot,,1,Aerodramus fuciphaga germani,,Aerodramus fuciphaga germani : Apodidae : Apodiformes : Aves : Chordata,Apodiformes,Apodidae,,,,15 Oct 1906,,,Philippines,Cagayan Sulu Islands,Tawi-Tawi,Cagayan Sulu Island,7.0107,118.48,,,"Mearns, E. A.",14436,Male,Skin: Whole,,,,,,,,,,,15 Aug 2014 15:23:00,http://n2t.net/ark:/65665/3c2a03acc-d28f-4111-8c8a-915685db805f
32,191447,Specimen/Lot,,1,Aerodramus fuciphaga mearnsi,,Aerodramus fuciphaga mearnsi : Apodidae : Apodiformes : Aves : Chordata,Apodiformes,Apodidae,,,,19 Dec 1903,,,Philippines,Mindanao,,Mercedes,,,,,"Mearns, E. A.",13196,Male/Adult,Skin: Whole,,,,,,,,,,,15 Aug 2014 15:23:00,http://n2t.net/ark:/65665/3c633a5fa-6dbf-4a14-bc5f-544da172070a
33,190172,Specimen/Lot,,1,Aerodramus fuciphaga mearnsi,,Aerodramus fuciphaga mearnsi : Apodidae : Apodiformes : Aves : Chordata,Apodiformes,Apodidae,,,,13 Aug 1903,,,Philippines,Mindanao,Lanao Region,Pantar,,,,,"Mearns, E. A.",12892,Female/Adult,Skin: Whole,,,,,,,,,,,15 Aug 2014 15:23:00,http://n2t.net/ark:/65665/3e0769e2d-17ba-47ff-b3a0-538d865f2b31
34,208352,Specimen/Lot,,1,Aerodramus fuciphaga mearnsi,,Aerodramus fuciphaga mearnsi : Apodidae : Apodiformes : Aves : Chordata,Apodiformes,Apodidae,,,,25 Jul 1907,,,Philippines,Luzon,Benguet,"Paoay, near, Haights-In-the-Oaks",,,2134,,"Mearns, E. A.",15387,Female,Skin: Whole,,,,,,,,,,,15 Aug 2014 15:23:00,http://n2t.net/ark:/65665/3a5a15164-a71f-4121-a732-57b0dabdf583
35,208355,Specimen/Lot,,1,Aerodramus fuciphaga mearnsi,,Aerodramus fuciphaga mearnsi : Apodidae : Apodiformes : Aves : Chordata,Apodiformes,Apodidae,,,,25 Jul 1907,,,Philippines,Luzon,Benguet,"Paoay, near, Haights-In-the-Oaks",,,2134,,"Mearns, E. A.",15392,Female,Skin: Whole,,,,,,,,,,,15 Aug 2014 15:23:00,http://n2t.net/ark:/65665/3c585743e-a5be-4ab7-949c-ee58a00654ca
36,208356,Specimen/Lot,Types,1,Aerodramus fuciphaga mearnsi,Collocalia fuciphaga mearnsi Oberholser,Aerodramus fuciphaga mearnsi : Apodidae : Apodiformes : Aves : Chordata,Apodiformes,Apodidae,Type,"Oberholser. March 6, 1912. Proc. U.S. Nat. Mus. 42: 12 (in key), 17.",,28 Jul 1907,,,Philippines,Luzon,Benguet,"Paoay, Near, Haights-In-the-Oaks",18.0833,120.51700000000001,2134,,"Mearns, E. A.",15429,Female/Adult,Skin: Whole,,,,,,,,,,,11 Oct 2017 15:46:00,http://n2t.net/ark:/65665/360d2d3e8-d6e1-4396-a337-9294c7537828
37,201920,Specimen/Lot,,1,Aerodramus fuciphaga mearnsi,,Aerodramus fuciphaga mearnsi : Apodidae : Apodiformes : Aves : Chordata,Apodiformes,Apodidae,,,,5 Nov 1906,,,Philippines,Mindoro,,Buena Vista,,,366,,"Mearns, E. A.",14458,unknown/Adult,Skin: Whole,,,,,,,,,,,15 Aug 2014 15:23:00,http://n2t.net/ark:/65665/33c3a2956-1874-4d81-849e-f0463576a65a
38,208353,Specimen/Lot,,1,Aerodramus fuciphaga mearnsi,,Aerodramus fuciphaga mearnsi : Apodidae : Apodiformes : Aves : Chordata,Apodiformes,Apodidae,,,,25 Jul 1907,,,Philippines,Luzon,Benguet,"Paoay, near, Haights-In-the-Oaks",,,2134,,"Mearns, E. A.",15390,Male,Skin: Whole,,,,,,,,,,,15 Aug 2014 15:23:00,http://n2t.net/ark:/65665/34e1cec80-805c-4c02-afb3-e29810df4bde
39,208570,Specimen/Lot,,1,Aerodramus fuciphaga mearnsi,,Aerodramus fuciphaga mearnsi : Apodidae : Apodiformes : Aves : Chordata,Apodiformes,Apodidae,,,,26 Jul 1907,,,Philippines,Luzon,,"Paoay, Near, Haights-In-the-Oaks",,,2134,,"Mearns, E. A.",15413,Female/Adult,Skin: Whole,,,,,,,,,,,15 Aug 2014 15:23:00,http://n2t.net/ark:/65665/3d027c705-79ab-4be6-8a50-550c44bfc2ad
40,201921,Specimen/Lot,,1,Aerodramus fuciphaga mearnsi,,Aerodramus fuciphaga mearnsi : Apodidae : Apodiformes : Aves : Chordata,Apodiformes,Apodidae,,,,10 Nov 1906,,,Philippines,Mindoro,Mindoro Oriental,"Alag River, Left Side",,,762,,"Mearns, E. A.",14465,Female,Skin: Whole,,,,,,,,,,,15 Aug 2014 15:23:00,http://n2t.net/ark:/65665/3ab502cb7-d3d1-49ab-96a2-c8e830ca1465
41,208348,Specimen/Lot,,1,Aerodramus fuciphaga mearnsi,,Aerodramus fuciphaga mearnsi : Apodidae : Apodiformes : Aves : Chordata,Apodiformes,Apodidae,,,,30 Apr 1907,,,Philippines,Luzon,Benguet,Baguio,,,,,"Mearns, E. A.",15132,Male,Skin: Whole,,,,,,,,,,,15 Aug 2014 15:23:00,http://n2t.net/ark:/65665/3ff52ff69-e849-4e88-8263-00ec651626c7
42,208350,Specimen/Lot,,1,Aerodramus fuciphaga mearnsi,,Aerodramus fuciphaga mearnsi : Apodidae : Apodiformes : Aves : Chordata,Apodiformes,Apodidae,,,,9 May 1907,,,Philippines,Luzon,Benguet,Baguio,,,,,"Mearns, E. A.",15159,Female,Skin: Whole,,,,,,,,,,,15 Aug 2014 15:23:00,http://n2t.net/ark:/65665/3bcc3234f-8e59-4f25-a9ab-4c3228e41796
43,208351,Specimen/Lot,,1,Aerodramus fuciphaga mearnsi,,Aerodramus fuciphaga mearnsi : Apodidae : Apodiformes : Aves : Chordata,Apodiformes,Apodidae,,,,12 Jul 1907,,,Philippines,Luzon,Benguet,Baguio,,,,,"Mearns, E. A.",15315,Male,Skin: Whole,,,,,,,,,,,15 Aug 2014 15:23:00,http://n2t.net/ark:/65665/33f2b72d9-2b15-45dd-ab88-a36b8ba8d7f5
44,208354,Specimen/Lot,,1,Aerodramus fuciphaga mearnsi,,Aerodramus fuciphaga mearnsi : Apodidae : Apodiformes : Aves : Chordata,Apodiformes,Apodidae,,,,25 Jul 1907,,,Philippines,Luzon,Benguet,"Paoay, near, Haights-In-the-Oaks",,,2134,,"Mearns, E. A.",15391,Male,Skin: Whole,,,,,,,,,,,15 Aug 2014 15:23:00,http://n2t.net/ark:/65665/326e20322-189a-4e53-9c18-ae72a2373cf3
45,201238,Specimen/Lot,,1,Aerodramus vanikorensis amelis,,Aerodramus vanikorensis amelis : Apodidae : Apodiformes : Aves : Chordata,Apodiformes,Apodidae,,,,18 Feb 1906,,,Philippines,Basilan,Basilan,,,,,,"Mearns, E. A.",13961,Female,Skin: Whole,,,,,,,,,,,15 Aug 2014 15:23:00,http://n2t.net/ark:/65665/3945dfaf3-421e-47c1-ac01-8012e9171218
46,208345,Specimen/Lot,,1,Aerodramus vanikorensis amelis,,Aerodramus vanikorensis amelis : Apodidae : Apodiformes : Aves : Chordata,Apodiformes,Apodidae,,,,29 Apr 1907,,,Philippines,Luzon,Benguet,Baguio,,,,,"Mearns, E. A.",15129,Male,Skin: Whole,,,,,,,,,,,15 Aug 2014 15:23:00,http://n2t.net/ark:/65665/3b2a5df00-af09-4070-8998-0de1ef9189ea
47,208346,Specimen/Lot,,1,Aerodramus vanikorensis amelis,,Aerodramus vanikorensis amelis : Apodidae : Apodiformes : Aves : Chordata,Apodiformes,Apodidae,,,,29 Apr 1907,,,Philippines,Luzon,Benguet,Baguio,,,,,"Mearns, E. A.",15130,Male,Skin: Whole,,,,,,,,,,,15 Aug 2014 15:23:00,http://n2t.net/ark:/65665/3c0214a97-d646-4feb-8411-46224e8c91df
48,201924,Specimen/Lot,,1,Aerodramus vanikorensis amelis,,Aerodramus vanikorensis amelis : Apodidae : Apodiformes : Aves : Chordata,Apodiformes,Apodidae,,,,2 Feb 1907,,,Philippines,Luzon,Ilocos Norte,"Laoag River, mouth",,,,,"Mearns, E. A.",14838,Male,Skin: Whole,,,,,,,,,,,15 Aug 2014 15:23:00,http://n2t.net/ark:/65665/33cd41d95-a995-4b0f-b45d-048ffdae6da1
49,208349,Specimen/Lot,,1,Aerodramus vanikorensis amelis,,Aerodramus vanikorensis amelis : Apodidae : Apodiformes : Aves : Chordata,Apodiformes,Apodidae,,,,30 Apr 1907,,,Philippines,Luzon,Benguet,Baguio,,,,,"Mearns, E. A.",15133,Female,Skin: Whole,,,,,,,,,,,15 Aug 2014 15:23:00,http://n2t.net/ark:/65665/3e515dcc2-c365-447b-9ccb-5ae04b92f4a0
50,208347,Specimen/Lot,,1,Aerodramus vanikorensis amelis,,Aerodramus vanikorensis amelis : Apodidae : Apodiformes : Aves : Chordata,Apodiformes,Apodidae,,,,29 Apr 1907,,,Philippines,Luzon,Benguet,Baguio,,,,,"Mearns, E. A.",15131,Male,Skin: Whole,,,,,,,,,,,15 Aug 2014 15:23:00,http://n2t.net/ark:/65665/333955a7e-6e66-48ef-be40-29cf9454bf7b
51,B 32093,Specimen/Lot,,1,Aerodramus whiteheadi,,Aerodramus whiteheadi : Apodidae : Apodiformes : Aves : Chordata,Apodiformes,Apodidae,,,,12 Jul 1904,,,Philippines,Mindanao,Davao Del Sur,Todaya,,,,,"Mearns, E. A.",,unknown,Nest(s),,,,,,,,,,,11 Aug 2014 19:18:00,http://n2t.net/ark:/65665/3297f0847-f549-40d0-bd66-06dd8a6a4bdc
52,B 32094,Specimen/Lot,,1,Aerodramus whiteheadi,,Aerodramus whiteheadi : Apodidae : Apodiformes : Aves : Chordata,Apodiformes,Apodidae,,,,12 Jul 1904,,,Philippines,Mindanao,Davao Del Sur,Todaya,,,,,"Mearns, E. A.",,unknown,Nest(s),,,,,,,,,,,11 Aug 2014 19:18:00,http://n2t.net/ark:/65665/3cb6cb004-c0fd-4e99-b5c7-95a5c055cc37
53,B 30970,Specimen/Lot,,1,Aerodramus whiteheadi,,Aerodramus whiteheadi : Apodidae : Apodiformes : Aves : Chordata,Apodiformes,Apodidae,,,,2 Jul 1904,,,Philippines,Mindanao,Davao del Sur,"Mount Apo, Todaya",,,,,"Mearns, E. A.",17,unknown,Nest(s); Egg(s),,,,,,,,,,,11 Aug 2014 19:17:00,http://n2t.net/ark:/65665/377211417-753f-48ba-aadd-b4e2f76bffa9
54,B 30971,Specimen/Lot,,1,Aerodramus whiteheadi,,Aerodramus whiteheadi : Apodidae : Apodiformes : Aves : Chordata,Apodiformes,Apodidae,,,,2 Jul 1904,,,Philippines,Mindanao,Davao del Sur,"Mount Apo, Todaya",,,,,"Mearns, E. A.",24,unknown,Nest(s); Egg(s),,,,,,,,,,,11 Aug 2014 19:17:00,http://n2t.net/ark:/65665/381277f5b-6478-4cde-9eff-363d5ebf098a
55,B 30979,Specimen/Lot,,1,Aerodramus whiteheadi,,Aerodramus whiteheadi : Apodidae : Apodiformes : Aves : Chordata,Apodiformes,Apodidae,,,,11 Jul 1907,,,Philippines,Mindanao,Zamboanga Del Sur,Zamboanga,,,,,"Mearns, E. A.",NO. 19,unknown,Nest(s),,,,,,,,,,,11 Aug 2014 19:17:00,http://n2t.net/ark:/65665/38138c434-b3fd-40b2-9543-d358ed7a792f
56,B 30981,Specimen/Lot,,1,Aerodramus whiteheadi,,Aerodramus whiteheadi : Apodidae : Apodiformes : Aves : Chordata,Apodiformes,Apodidae,,,,11 Jul 1904,,,Philippines,Mindanao,Davao Del Sur,Todaya,,,,,"Mearns, E. A.",18,unknown,Nest(s),,,,,,,,,,,11 Aug 2014 19:17:00,http://n2t.net/ark:/65665/33a016613-fda6-4906-895d-55881cc3bb21
57,B 32092,Specimen/Lot,,1,Aerodramus whiteheadi,,Aerodramus whiteheadi : Apodidae : Apodiformes : Aves : Chordata,Apodiformes,Apodidae,,,,12 Jul 1904,,,Philippines,Mindanao,Davao Del Sur,Todaya,,,,,"Mearns, E. A.",,unknown,Nest(s),,,,,,,,,,,11 Aug 2014 19:18:00,http://n2t.net/ark:/65665/361591463-7307-484d-9261-2177a030dc7c
58,B 32096,Specimen/Lot,,1,Aerodramus whiteheadi,,Aerodramus whiteheadi : Apodidae : Apodiformes : Aves : Chordata,Apodiformes,Apodidae,,,,12 Jul 1904,,,Philippines,Mindanao,Davao Del Sur,Todaya,,,,,"Mearns, E. A.",,unknown,Nest(s),,,,,,,,,,,11 Aug 2014 19:18:00,http://n2t.net/ark:/65665/39d5d6c1b-d7cf-4004-8250-2c819a6e5fdd
59,B 32095,Specimen/Lot,,1,Aerodramus whiteheadi,,Aerodramus whiteheadi : Apodidae : Apodiformes : Aves : Chordata,Apodiformes,Apodidae,,,,12 Jul 1904,,,Philippines,Mindanao,Davao Del Sur,Todaya,,,,,"Mearns, E. A.",,unknown,Nest(s),,,,,,,,,,,11 Aug 2014 19:18:00,http://n2t.net/ark:/65665/32be960d1-d3ba-41e7-95b3-1ebb5b175375
