Museum,Museum Abbreviation,Catalog Number,Special Collections,Kind of Object,Specimen Count,Current Identification,Other Identifications,Name Hierarchy,Order,Family,Type Status,Type Citations,Date Collected,Ocean,Sea/Gulf,Bay/Sound,Island Name,Country,Province/State,District/County,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Collector(s),Other Numbers (Type: Value),Sex/Stage,Preparation Details (Preparation:Remarks),Microhabitat Description,Reproductive Condition,Progeny Details,Measurements,Stomach Contents,Collection Method,Number of Individuals,Sexual Maturity,Physical Maturity,Specimen Condition,Injury,Parasite,Bibliography,Notes,Genetic Sample Type,Biorepository Number,Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Depleted?,Record Last Modified,EZID
,"USNM","142986","","Specimen/Lot",1,"Mus musculus castaneus","","Mus musculus castaneus : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","1905 (-- Fall 1905 *, 20 SEP - 10 OCT 1905)","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: No Number","Male","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 15:56:00","http://n2t.net/ark:/65665/3b787640c-82aa-4465-a98b-c81573a2adb0"
,"USNM","142987","","Specimen/Lot",1,"Mus musculus castaneus","","Mus musculus castaneus : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","1905 (-- Fall 1905 *, 20 SEP - 10 OCT 1905)","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: No Number","Female","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 15:56:00","http://n2t.net/ark:/65665/33d0ce5de-3d42-4145-8b36-0df42e093360"
,"USNM","142989","","Specimen/Lot",1,"Mus musculus castaneus","","Mus musculus castaneus : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","1905 (-- Fall 1905 *, 20 SEP - 10 OCT 1905)","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: No Number","Female","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 15:56:00","http://n2t.net/ark:/65665/3ac49c56a-0c97-4aa9-a170-93135a92e424"
,"USNM","142990","","Specimen/Lot",1,"Mus musculus castaneus","","Mus musculus castaneus : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","1905 (-- Fall 1905 *, 20 SEP - 10 OCT 1905)","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: No Number","Female","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 15:56:00","http://n2t.net/ark:/65665/3a44f1e22-723c-43e5-80e0-3f73761968ce"
,"USNM","142991","","Specimen/Lot",1,"Mus musculus castaneus","","Mus musculus castaneus : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","1905 (-- Fall 1905 *, 20 SEP - 10 OCT 1905)","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: No Number","Unknown","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 15:56:00","http://n2t.net/ark:/65665/319086804-55e5-4cff-a8c3-627bf6b657b2"
,"USNM","142992","","Specimen/Lot",1,"Mus musculus castaneus","","Mus musculus castaneus : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","1905 (-- Fall 1905 *, 20 SEP - 10 OCT 1905)","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: No Number","Unknown","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 15:56:00","http://n2t.net/ark:/65665/30c40a39d-9575-4d22-bfc1-e279bd41538b"
,"USNM","142994","","Specimen/Lot",1,"Mus musculus castaneus","","Mus musculus castaneus : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","1905 (-- Fall 1905 *, 20 SEP - 10 OCT 1905)","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: No Number","Unknown","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 15:56:00","http://n2t.net/ark:/65665/331baa5e4-0c4c-4b22-aa3b-c8639c29ad24"
,"USNM","142995","","Specimen/Lot",1,"Mus musculus castaneus","","Mus musculus castaneus : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","1905 (-- Fall 1905 *, 20 SEP - 10 OCT 1905)","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: No Number","Unknown","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 15:56:00","http://n2t.net/ark:/65665/3a0dcde6c-af4e-4e83-b979-725a77e39675"
,"USNM","142996","","Specimen/Lot",1,"Mus musculus castaneus","","Mus musculus castaneus : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","1905 (-- Fall 1905 *, 20 SEP - 10 OCT 1905)","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: No Number","Unknown","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 15:56:00","http://n2t.net/ark:/65665/341e26428-872d-47d0-81c5-27e93c91a1c3"
,"USNM","142997","","Specimen/Lot",1,"Mus musculus castaneus","","Mus musculus castaneus : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","1905 (-- Fall 1905 *, 20 SEP - 10 OCT 1905)","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: No Number","Unknown","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 15:56:00","http://n2t.net/ark:/65665/305e993aa-f676-4541-8029-5354869fb852"
,"USNM","142998","","Specimen/Lot",1,"Mus musculus castaneus","","Mus musculus castaneus : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","1905 (-- Fall 1905 *, 20 SEP - 10 OCT 1905)","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: No Number","Unknown","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 15:56:00","http://n2t.net/ark:/65665/3b576391b-295b-45aa-b6e5-c7ec46f6e87e"
,"USNM","142999","","Specimen/Lot",1,"Mus musculus castaneus","","Mus musculus castaneus : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","1905 (-- Fall 1905 *, 20 SEP - 10 OCT 1905)","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: No Number","Unknown","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 15:56:00","http://n2t.net/ark:/65665/34121ff4d-8e1a-473e-8300-3456e5a21b81"
,"USNM","143003","","Specimen/Lot",1,"Mus musculus castaneus","","Mus musculus castaneus : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","1905 (-- Fall 1905 *, 20 SEP - 10 OCT 1905)","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: No Number","Unknown","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 15:56:00","http://n2t.net/ark:/65665/3965c33d5-3f05-4fb0-ade2-3d6f29e8ac6f"
,"USNM","143004","","Specimen/Lot",1,"Mus musculus castaneus","","Mus musculus castaneus : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","1905 (-- Fall 1905 *, 20 SEP - 10 OCT 1905)","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: No Number","Unknown","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 15:56:00","http://n2t.net/ark:/65665/308ee0725-3086-4285-9d21-034b05abfde2"
,"USNM","143005","","Specimen/Lot",1,"Mus musculus castaneus","","Mus musculus castaneus : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","1905 (-- Fall 1905 *, 20 SEP - 10 OCT 1905)","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: No Number","Unknown","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 15:56:00","http://n2t.net/ark:/65665/330cf63e2-b308-491e-b745-88113558f89e"
,"USNM","143006","","Specimen/Lot",1,"Mus musculus castaneus","","Mus musculus castaneus : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","1905 (-- Fall 1905 *, 20 SEP - 10 OCT 1905)","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: No Number","Unknown","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 15:56:00","http://n2t.net/ark:/65665/3fa2d7b30-8022-4c63-8b28-39b57cfcb97f"
,"USNM","143007","","Specimen/Lot",1,"Mus musculus castaneus","","Mus musculus castaneus : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","1905 (-- Fall 1905 *, 20 SEP - 10 OCT 1905)","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: No Number","Unknown","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 15:56:00","http://n2t.net/ark:/65665/33f3a40dc-8a1d-40f4-b05c-0fe98059439a"
,"USNM","143008","","Specimen/Lot",1,"Mus musculus castaneus","","Mus musculus castaneus : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","1905 (-- Fall 1905 *, 20 SEP - 10 OCT 1905)","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: No Number","Unknown","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 15:56:00","http://n2t.net/ark:/65665/37675c08c-210c-405b-bdea-f86256bd82f4"
,"USNM","143009","","Specimen/Lot",1,"Mus musculus castaneus","","Mus musculus castaneus : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","1905 (-- Fall 1905 *, 20 SEP - 10 OCT 1905)","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: No Number","Unknown","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 15:56:00","http://n2t.net/ark:/65665/32aca152d-c780-4924-a587-2c3ce3b58591"
,"USNM","143087","","Specimen/Lot",1,"Mus musculus castaneus","","Mus musculus castaneus : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","1905 (-- Fall 1905 *, 20 SEP - 10 OCT 1905)","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: No Number","Male","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 15:56:00","http://n2t.net/ark:/65665/33b6e8848-9daf-4f49-a5fb-82e1c0ba4187"
,"USNM","143092","","Specimen/Lot",1,"Mus musculus castaneus","","Mus musculus castaneus : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","1905 (-- Fall 1905 *, 20 SEP - 10 OCT 1905)","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: No Number","Female","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 15:56:00","http://n2t.net/ark:/65665/3856f4b1d-b5a3-491b-aca1-50f47b5b0c54"
,"USNM","143093","","Specimen/Lot",1,"Mus musculus castaneus","","Mus musculus castaneus : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","1905 (-- Fall 1905 *, 20 SEP - 10 OCT 1905)","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: No Number","Male","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 15:56:00","http://n2t.net/ark:/65665/30c02bb6c-75eb-470e-877d-4d1e99e93544"
,"USNM","143094","","Specimen/Lot",1,"Mus musculus castaneus","","Mus musculus castaneus : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","1905 (-- Fall 1905 *, 20 SEP - 10 OCT 1905)","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: No Number","Female","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 15:56:00","http://n2t.net/ark:/65665/395d88d3b-f206-40c4-9e0a-78206341bd15"
,"USNM","143111","","Specimen/Lot",1,"Mus musculus castaneus","","Mus musculus castaneus : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","Sep 1905","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: No Number","Male","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 15:56:00","http://n2t.net/ark:/65665/36f15d3cf-7388-4e94-8383-f0d1c34fa5e7"
,"USNM","143112","","Specimen/Lot",1,"Mus musculus castaneus","","Mus musculus castaneus : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","Sep 1905","","","","Luzon","Philippines","","","Manila","","","","Mearns, E. A.","Mammals Field Number: No Number","Female","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 15:56:00","http://n2t.net/ark:/65665/30b40648e-5b62-4638-aefc-d077d8dfae68"
,"USNM","144898","","Specimen/Lot",1,"Mus musculus castaneus","","Mus musculus castaneus : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","",,"","","","","Philippines","","","","","","","Mearns, E. A.","Mammals Field Number: No Number","Unknown","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 15:56:00","http://n2t.net/ark:/65665/364077956-4c33-4aee-8df6-82f99606e140"
,"USNM","144899","","Specimen/Lot",1,"Mus musculus castaneus","","Mus musculus castaneus : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","",,"","","","","Philippines","","","","","","","Mearns, E. A.","Mammals Field Number: No Number","Unknown","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 15:56:00","http://n2t.net/ark:/65665/3a998e3b4-2b0d-4836-b50a-40167143fb39"
,"USNM","144958","","Specimen/Lot",1,"Mydaus marchei","","Mydaus marchei : Mephitidae : Carnivora : Mammalia : Chordata","Carnivora","Mephitidae","","",,"","","","Palawan","Philippines","","","Iwahig","","","","Mearns, E. A.","Mammals Field Number: No Number","Female","Skin; Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 14:30:00","http://n2t.net/ark:/65665/366de2bb2-7def-45cf-aa00-68567b671883"
,"USNM","144829","","Specimen/Lot",1,"Myotis macrotarsus","","Myotis macrotarsus : Vespertilionidae : Chiroptera : Mammalia : Chordata","Chiroptera","Vespertilionidae","","","1 Aug 1906","","","","Mindanao","Philippines","","","Zamboanga","","","","Mearns, E. A.","Mammals Field Number: No Number","Female","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 14:55:00","http://n2t.net/ark:/65665/36cfd3b83-6a4f-4106-9c86-406e0acce869"
,"USNM","124614","","Specimen/Lot",1,"Paradoxurus hermaphroditus philippinensis","","Paradoxurus hermaphroditus philippinensis : Viverridae : Carnivora : Mammalia : Chordata","Carnivora","Viverridae","","","Jun 1904","","","","Mindanao","Philippines","Davao Oriental Province","","Baganga, 5 Mi","","","","Mearns, E. A.","Mammals Field Number: 5740","Unknown","Skin","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 14:27:00","http://n2t.net/ark:/65665/3380e068a-d1ff-4d05-8415-616b0e019314"
,"USNM","125283","","Specimen/Lot",1,"Paradoxurus hermaphroditus philippinensis","","Paradoxurus hermaphroditus philippinensis : Viverridae : Carnivora : Mammalia : Chordata","Carnivora","Viverridae","","","28 Jun 1904","","","","Mindanao","Philippines","","","Mount Apo","","",1829,"Mearns, E. A.","Mammals Field Number: 5677","Male","Skin; Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 14:27:00","http://n2t.net/ark:/65665/32326a6e6-dea3-44e7-acb7-a5bc7b257da6"
,"USNM","125285","","Specimen/Lot",1,"Paradoxurus hermaphroditus philippinensis","","Paradoxurus hermaphroditus philippinensis : Viverridae : Carnivora : Mammalia : Chordata","Carnivora","Viverridae","","","20 Feb 1904","","","","Mindanao","Philippines","","","","","","","Mearns, E. A.","Mammals Field Number: 5637","Male","Skin; Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 14:27:00","http://n2t.net/ark:/65665/3802b4e6e-a0ac-401d-80dc-3e76c63f2b47"
,"USNM","144716","","Specimen/Lot",1,"Paradoxurus hermaphroditus philippinensis","","Paradoxurus hermaphroditus philippinensis : Viverridae : Carnivora : Mammalia : Chordata","Carnivora","Viverridae","","","26 Feb 1907","","","","Luzon","Philippines","","","Nagpartian","","",122,"Mearns, E. A.","Mammals Field Number: 6389","Male","Skin; Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 14:30:00","http://n2t.net/ark:/65665/321afacef-8722-4fe9-92d5-054d4a6f88c7"
,"USNM","144946","","Specimen/Lot",1,"Paradoxurus hermaphroditus philippinensis","","Paradoxurus hermaphroditus philippinensis : Viverridae : Carnivora : Mammalia : Chordata","Carnivora","Viverridae","","","17 Nov 1907","","","","Luzon","Philippines","","","Nagpartian","","",122,"Mearns, E. A.","Mammals Field Number: 6384","Female","Skin","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 14:30:00","http://n2t.net/ark:/65665/3fdc965a1-6137-45f6-b95a-0f44ad31726a"
,"USNM","144965","","Specimen/Lot",1,"Paradoxurus hermaphroditus philippinensis","","Paradoxurus hermaphroditus philippinensis : Viverridae : Carnivora : Mammalia : Chordata","Carnivora","Viverridae","","","19 Nov 1906","","","","Mindanao","Philippines","","","Bulacao","","","","Mearns, E. A.","Mammals Field Number: No Number","Unknown","Skin","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 14:30:00","http://n2t.net/ark:/65665/3b7d9fe1d-201b-43f5-bf57-b4916e183e02"
,"USNM","144945","","Specimen/Lot",1,"Paradoxurus hermaphroditus philippinensis","","Paradoxurus hermaphroditus philippinensis : Viverridae : Carnivora : Mammalia : Chordata","Carnivora","Viverridae","","","7 Jun 1906","","","","Mindanao","Philippines","","","Grand Malingdang Peak, Summit Of","","",2743,"Mearns, E. A.","Mammals Field Number: 6189","Female","Skin; Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 14:30:00","http://n2t.net/ark:/65665/310c5bb54-4494-47bd-b48d-ea22dce5f179"
,"USNM","144966","","Specimen/Lot",1,"Paradoxurus hermaphroditus philippinensis","","Paradoxurus hermaphroditus philippinensis : Viverridae : Carnivora : Mammalia : Chordata","Carnivora","Viverridae","","",,"","","","Palawan","Philippines","","","Iwahig","","","","Mearns, E. A.","Mammals Field Number: No Number","Unknown","Skin; Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 14:30:00","http://n2t.net/ark:/65665/35ebbc80b-46fd-4726-ad2d-1a6cbeef36ac"
,"USNM","144715","","Specimen/Lot",1,"Paradoxurus hermaphroditus philippinensis","","Paradoxurus hermaphroditus philippinensis : Viverridae : Carnivora : Mammalia : Chordata","Carnivora","Viverridae","","","20 May 1906","","","","Mindanao","Philippines","","","Catagan, Datu Anibs Place","","",335,"Mearns, E. A.","Mammals Field Number: 6153","Male","Skin; Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 14:30:00","http://n2t.net/ark:/65665/321941d5c-9f5b-4156-a03e-08caf2fccb1f"
,"USNM","151519","","Specimen/Lot",1,"Phloeomys pallidus","","Phloeomys pallidus : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","2 Aug 1907","","","","Luzon","Philippines","Benguet Province","","Haights In the Oaks","","",2134,"Mearns, E. A.","Mammals Field Number: 6513","Female : Adult","Skin; Skull; Partial Skeleton","",,,,"","","","","","","","",,"","","","","","","","","21 Aug 2014 15:18:00","http://n2t.net/ark:/65665/30b450b03-0e54-4f1b-a792-a156c17f9519"
,"USNM","151520","","Specimen/Lot",1,"Phloeomys pallidus","","Phloeomys pallidus : Muridae : Rodentia : Mammalia : Chordata","Rodentia","Muridae","","","29 Jul 1907","","","","Luzon","Philippines","Benguet Province","","Haights In the Oaks","","","","Mearns, E. A.","Mammals Field Number: 6475","Female : Adult","Skin; Skull","",,,,"","","","","","","","",,"","","","","","","","","21 Aug 2014 15:18:00","http://n2t.net/ark:/65665/37f08c675-8f13-4b13-8bcc-6b24d946b550"
,"USNM","125313","","Specimen/Lot",1,"Pipistrellus stenopterus","","Pipistrellus stenopterus : Vespertilionidae : Chiroptera : Mammalia : Chordata","Chiroptera","Vespertilionidae","","","9 Jul 1904","","","","Mindanao","Philippines","","","","","","","Mearns, E. A.","Mammals Field Number: 5653","Unknown","Skull; Remainder in Fluid","",,,,"","","","","","","","",,"Packet of long hairs found in jar with this specimen, spc 1998. ;","","","","","","","","20 Aug 2014 18:39:00","http://n2t.net/ark:/65665/3aa827cc1-65a1-4bbe-982d-48b712147e80"
,"USNM","125286","Types","Specimen/Lot",1,"Podogymnura truei Mearns, 1905","Podogymnura truei truei","Podogymnura truei Mearns, 1905 : Erinaceidae : Erinaceomorpha : Mammalia : Chordata","Erinaceomorpha","Erinaceidae","Type","Mearns, E. A. 1905 May 13. Proceedings of the United States National Museum. 28: 457.","25 Jun 1904","","","","Mindanao","Philippines","Davao Del Sur Province","","Mount Apo","","",1829,"Mearns, E. A.","Mammals Field Number: 5667","Female : Adult","Skull:damaged; Remainder in Fluid","",,,,"","","","","","","","","Fisher, R. D. & Ludwig, C. A. 24 Mar 2015 [""2015 Mar 24""]. Catalog of type specimens of recent mammals: Orders Didelphimorphia through Chiroptera (excluding Rodentia) in the National Museum of Natural History, Smithsonian Institution. Smithsonian Contributions to Zoology. 644: 1-110.","","","","","","","","","25 Mar 2015 20:24:00","http://n2t.net/ark:/65665/387acaa15-4f60-4691-955a-ddfc97e8ec37"
,"USNM","125290","","Specimen/Lot",1,"Pteropus hypomelanus cagayanus","","Pteropus hypomelanus cagayanus : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","25 Feb 1904","","","","","Philippines","Tawi Tawi Province","","Cagayan","","","","Mearns, E. A.","Mammals Field Number: 5756","Male","Skin; Skull","Banyan trees",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:39:00","http://n2t.net/ark:/65665/312d210d4-474a-431b-b3c2-607ab6842c19"
,"USNM","125289","Types","Specimen/Lot",1,"Pteropus hypomelanus cagayanus","Pteropus cagayanus Mearns, 1905","Pteropus hypomelanus cagayanus : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","Type","Mearns, E. A. 1905 May 13. Proceedings of the United States National Museum. 28: 433.","25 Feb 1904","","","","","Philippines","Tawi Tawi Province","","Cagayan Sulu Island","","","","Mearns, E. A.","Mammals Field Number: 5755","Male : Adult","Skin; Skull","",,,,"","Shot","","","","","","","Fisher, R. D. & Ludwig, C. A. 24 Mar 2015 [""2015 Mar 24""]. Catalog of type specimens of recent mammals: Orders Didelphimorphia through Chiroptera (excluding Rodentia) in the National Museum of Natural History, Smithsonian Institution. Smithsonian Contributions to Zoology. 644: 1-110.","","","","","","","","","25 Mar 2015 20:24:00","http://n2t.net/ark:/65665/31e7ec757-5a52-45e9-be81-05e0635371fb"
,"USNM","125291","","Specimen/Lot",1,"Pteropus hypomelanus cagayanus","","Pteropus hypomelanus cagayanus : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","25 Feb 1904","","","","","Philippines","Tawi Tawi Province","","Cagayan","","","","Mearns, E. A.","Mammals Field Number: 5757","Female","Skin; Skull","Banyan trees",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:39:00","http://n2t.net/ark:/65665/3aaaec649-5f24-4e40-a978-d80e5bbcd2c1"
,"USNM","144736","","Specimen/Lot",1,"Pteropus hypomelanus cagayanus","","Pteropus hypomelanus cagayanus : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","",,"","","","","Philippines","","","Cuyo Island","","","","Mearns, E. A.","Mammals Field Number: 2","Unknown","Skin; Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:41:00","http://n2t.net/ark:/65665/30042ca92-03b8-4017-8ee0-a4ad0f7faa9c"
,"USNM","144737","","Specimen/Lot",1,"Pteropus hypomelanus cagayanus","","Pteropus hypomelanus cagayanus : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","",,"","","","","Philippines","","","Cuyo Island","","","","Mearns, E. A.","Mammals Field Number: 3","Male","Skin; Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:41:00","http://n2t.net/ark:/65665/38b038dfb-145e-43a8-9ad5-d4ae539a7d25"
,"USNM","144752","","Specimen/Lot",1,"Pteropus hypomelanus cagayanus","","Pteropus hypomelanus cagayanus : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","18 Jan 1907","","","","Luzon","Philippines","Ilocos Norte Province","","San Miguel","","","","Mearns, E. A.","Mammals Field Number: 6367","Female","Skin; Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:41:00","http://n2t.net/ark:/65665/387b5c263-608d-4dfb-acae-a677ca5d4ca6"
,"USNM","144753","","Specimen/Lot",1,"Pteropus hypomelanus cagayanus","","Pteropus hypomelanus cagayanus : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","18 Jan 1907","","","","Luzon","Philippines","Ilocos Norte Province","","San Miguel","","","","Mearns, E. A.","Mammals Field Number: 6368","Female","Skin; Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:41:00","http://n2t.net/ark:/65665/37197b2ce-2b50-4046-a8c9-157dd4a29890"
,"USNM","144754","","Specimen/Lot",1,"Pteropus hypomelanus cagayanus","","Pteropus hypomelanus cagayanus : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","3 Feb 1907","","","","Luzon","Philippines","Ilocos Norte Province","","San Miguel","","","","Mearns, E. A.","Mammals Field Number: 6376","Female","Skin; Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:41:00","http://n2t.net/ark:/65665/3a341607a-5a4a-41fe-ba28-14a578609be1"
,"USNM","144735","","Specimen/Lot",1,"Pteropus hypomelanus cagayanus","","Pteropus hypomelanus cagayanus : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","",,"","","","","Philippines","","","Cuyo Island","","","","Mearns, E. A.","Mammals Field Number: 1","Female","Skin; Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:41:00","http://n2t.net/ark:/65665/3647f35aa-f207-4756-9764-a227605e36ee"
,"USNM","144748","","Specimen/Lot",1,"Pteropus hypomelanus cagayanus","Pteropus speciosus","Pteropus hypomelanus cagayanus : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","5 Apr 1906","","","","Mindanao","Philippines","","","Zamboanga","","","","Mearns, E. A.","Mammals Field Number: 6072","Female","Skin; Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:41:00","http://n2t.net/ark:/65665/323056843-b3cb-4948-81ef-e213f52c0742"
,"USNM","144756","","Specimen/Lot",1,"Pteropus hypomelanus cagayanus","","Pteropus hypomelanus cagayanus : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","3 Feb 1907","","","","Luzon","Philippines","Ilocos Norte Province","","San Miguel","","","","Mearns, E. A.","Mammals Field Number: 6378","Male","Skin; Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:41:00","http://n2t.net/ark:/65665/3faf5ae6c-37fe-4fa9-b2d9-21202b9c76a7"
