Museum,Museum Abbreviation,Catalog Number,Special Collections,Kind of Object,Specimen Count,Current Identification,Other Identifications,Name Hierarchy,Order,Family,Type Status,Type Citations,Date Collected,Ocean,Sea/Gulf,Bay/Sound,Island Name,Country,Province/State,District/County,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Collector(s),Other Numbers (Type: Value),Sex/Stage,Preparation Details (Preparation:Remarks),Microhabitat Description,Reproductive Condition,Progeny Details,Measurements,Stomach Contents,Collection Method,Number of Individuals,Sexual Maturity,Physical Maturity,Specimen Condition,Injury,Parasite,Bibliography,Notes,Genetic Sample Type,Biorepository Number,Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Depleted?,Record Last Modified,EZID
,"USNM","125311","","Specimen/Lot",1,"Acerodon jubatus","","Acerodon jubatus : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","1 Feb 1904","","","","Mindanao","Philippines","","","Banga, Off S Coast Of Mindanao","","","","Mearns, E. A.","Mammals Field Number: 5779","Female","Fluid; Anatomical:Brain","Ecological remarks by collector(s): no",,"1 embryo","Specimen Weight:  (No); Unknown Length:  (Measurements taken: no)","","","","","","","","",,"","","","","","","","","22 Aug 2014 14:05:00","http://n2t.net/ark:/65665/33b285039-4b96-4e8c-bca7-b9c3d03d5504"
,"USNM","144956","","Specimen/Lot",1,"Acerodon jubatus jubatus","","Acerodon jubatus jubatus : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","May 1906","","","","Mindoro","Philippines","","","Bulacao","","","","Mearns, E. A.","Mammals Field Number: No Number","Female","Skin; Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:41:00","http://n2t.net/ark:/65665/38c4596dd-f6cd-42eb-8f57-0b3a287034e7"
,"USNM","144954","","Specimen/Lot",1,"Acerodon jubatus jubatus","","Acerodon jubatus jubatus : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","31 Jan 1906","","","","Mindoro","Philippines","","","Bulacao","","","","Mearns, E. A.","Mammals Field Number: No Number","Female","Skin:skull in skin","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:41:00","http://n2t.net/ark:/65665/361b17d8e-3677-4b21-a794-d45ce7496cb2"
,"USNM","144955","","Specimen/Lot",1,"Acerodon jubatus jubatus","","Acerodon jubatus jubatus : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","31 Jan 1906","","","","Mindoro","Philippines","","","Bulacao","","","","Mearns, E. A.","Mammals Field Number: No Number","Male","Skin; Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:41:00","http://n2t.net/ark:/65665/3f53110b9-8970-4092-9f8e-80c92efa3c0e"
,"USNM","125294","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","1 Feb 1904","","","","Mindanao","Philippines","","","Banga","","","","Mearns, E. A.","Mammals Field Number: No Number","Male","Skin; Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:39:00","http://n2t.net/ark:/65665/383ddf435-9037-46b4-a83a-30eef3a44b47"
,"USNM","125299","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","1 Feb 1904","","","","Mindanao","Philippines","","","Banga","","","","Mearns, E. A.","Mammals Field Number: No Number","Female","Skin; Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:39:00","http://n2t.net/ark:/65665/37f192610-7daa-44cf-abb4-b11e970ecbd5"
,"USNM","125295","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","1 Feb 1904","","","","Mindanao","Philippines","","","Banga","","","","Mearns, E. A.","Mammals Field Number: No Number","Female","Skin; Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:39:00","http://n2t.net/ark:/65665/3fb09c7f7-e446-4339-b875-b4604700b8f2"
,"USNM","125298","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","1 Feb 1904","","","","Mindanao","Philippines","","","Banga","","","","Mearns, E. A.","Mammals Field Number: No Number","Male","Skin; Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:39:00","http://n2t.net/ark:/65665/30d777af2-0e27-4052-80d4-c44be5e983b6"
,"USNM","125301","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","1 Feb 1904","","","","Mindanao","Philippines","","","Banga","","","","Mearns, E. A.","Mammals Field Number: No Number","Female","Skin; Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:39:00","http://n2t.net/ark:/65665/36ce7546e-dbb7-4510-ae2c-caeae6d1f4ac"
,"USNM","125302","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","1 Feb 1904","","","","Mindanao","Philippines","","","Banga","","","","Mearns, E. A.","Mammals Field Number: No Number","Male","Skin; Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:39:00","http://n2t.net/ark:/65665/3c9590bc9-adde-4dd5-8109-4321dcac988d"
,"USNM","125304","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","1 Feb 1904","","","","Mindanao","Philippines","","","Banga","","","","Mearns, E. A.","Mammals Field Number: No Number","Male","Skin; Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:39:00","http://n2t.net/ark:/65665/3816406fc-196f-44d2-80fe-666561f2ca85"
,"USNM","125293","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","1 Feb 1904","","","","Mindanao","Philippines","","","Banga","","","","Mearns, E. A.","Mammals Field Number: No Number","Male","Skin; Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:39:00","http://n2t.net/ark:/65665/32a25f0c0-a137-457c-950e-502ab6395ec7"
,"USNM","125297","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","1 Feb 1904","","","","Mindanao","Philippines","","","Banga","","","","Mearns, E. A.","Mammals Field Number: No Number","Female","Skin; Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:39:00","http://n2t.net/ark:/65665/311c72932-ae6a-49c8-91cf-73ba19176710"
,"USNM","125303","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","1 Feb 1904","","","","Mindanao","Philippines","","","Banga","","","","Mearns, E. A.","Mammals Field Number: No Number","Male","Skin; Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:39:00","http://n2t.net/ark:/65665/3bb1d69ac-4fb0-4bb4-a257-5c3bb01a42f6"
,"USNM","125296","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","1 Feb 1904","","","","Mindanao","Philippines","","","Banga","","","","Mearns, E. A.","Mammals Field Number: No Number","Female","Skin; Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:39:00","http://n2t.net/ark:/65665/34062aea0-fc58-4399-85a6-cfbb8e34a2b6"
,"USNM","125300","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","1 Feb 1904","","","","Mindanao","Philippines","","","Banga","","","","Mearns, E. A.","Mammals Field Number: No Number","Female","Skin; Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:39:00","http://n2t.net/ark:/65665/3355ce929-6cbb-4e8c-be0a-4d3eb7e5b6b6"
,"USNM","144775","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","2 Apr 1906","","","","Mindanao","Philippines","","","Cabo Island, Igat Bay","","","","Mearns, E. A.","Mammals Field Number: 6065","Male","Skin; Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:41:00","http://n2t.net/ark:/65665/3ec8af95a-d54d-4c6c-9a89-c8aaa6708550"
,"USNM","144781","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","2 Apr 1906","","","","Mindanao","Philippines","","","Cabo Island, Igat Bay","","","","Mearns, E. A.","Mammals Field Number: 6078","Male","Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:41:00","http://n2t.net/ark:/65665/323e99f0b-5e95-4468-91b5-550d186286b7"
,"USNM","144785","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","2 Apr 1906","","","","Mindanao","Philippines","","","Cabo Island, Igat Bay","","","","Mearns, E. A.","Mammals Field Number: 6082","Male","Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:41:00","http://n2t.net/ark:/65665/3bd8aa31e-71a7-492c-85fb-e00783601776"
,"USNM","144789","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","2 Apr 1906","","","","Mindanao","Philippines","","","Cabo Island, Igat Bay","","","","Mearns, E. A.","Mammals Field Number: 6086","Male","Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:41:00","http://n2t.net/ark:/65665/3a0ac6755-ff0d-47fd-8f9e-44e6eda4aa11"
,"USNM","144801","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","2 Apr 1906","","","","Mindanao","Philippines","","","Cabo Island, Igat Bay","","","","Mearns, E. A.","Mammals Field Number: 6098","Female","Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:41:00","http://n2t.net/ark:/65665/35f3a0a4d-0987-4cdd-932f-bde135daf153"
,"USNM","144776","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","2 Apr 1906","","","","Mindanao","Philippines","","","Cabo Island, Igat Bay","","","","Mearns, E. A.","Mammals Field Number: 6066","Male","Skin; Skull","",,,,"","","","","","","","",,"","","","","","","","","26 Jun 2018 13:45:00","http://n2t.net/ark:/65665/36f9f8672-0c0a-43d2-8688-c44353fb5261"
,"USNM","144782","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","2 Apr 1906","","","","Mindanao","Philippines","","","Cabo Island, Igat Bay","","","","Mearns, E. A.","Mammals Field Number: 6079","Male","Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:41:00","http://n2t.net/ark:/65665/3ec1f12c3-586a-472c-846d-ac193ff37158"
,"USNM","144786","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","2 Apr 1906","","","","Mindanao","Philippines","","","Cabo Island, Igat Bay","","","","Mearns, E. A.","Mammals Field Number: 6083","Male","Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:41:00","http://n2t.net/ark:/65665/39935c916-030e-435f-901a-9480371bf136"
,"USNM","144803","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","2 Apr 1906","","","","Mindanao","Philippines","","","Cabo Island, Igat Bay","","","","Mearns, E. A.","Mammals Field Number: 6100","Female","Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:41:00","http://n2t.net/ark:/65665/3058b1737-7790-4df2-b884-a5d4d42e7b8c"
,"USNM","144780","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","2 Apr 1906","","","","Mindanao","Philippines","","","Cabo Island, Igat Bay","","","","Mearns, E. A.","Mammals Field Number: 6077","Male","Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:41:00","http://n2t.net/ark:/65665/3bdd4cfa0-09da-49bc-8a12-e8f6fdfbb9f9"
,"USNM","144784","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","2 Apr 1906","","","","Mindanao","Philippines","","","Cabo Island, Igat Bay","","","","Mearns, E. A.","Mammals Field Number: 6081","Male","Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:41:00","http://n2t.net/ark:/65665/37c5db9b5-c571-4e55-85e5-b1461346639a"
,"USNM","144787","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","2 Apr 1906","","","","Mindanao","Philippines","","","Cabo Island, Igat Bay","","","","Mearns, E. A.","Mammals Field Number: 6084","Male","Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:41:00","http://n2t.net/ark:/65665/3713e2e38-bf7b-4496-8eae-45b370e67e86"
,"USNM","144790","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","2 Apr 1906","","","","Mindanao","Philippines","","","Cabo Island, Igat Bay","","","","Mearns, E. A.","Mammals Field Number: 6087","Male","Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:41:00","http://n2t.net/ark:/65665/3643c2a5d-d79d-46b1-959c-0cdb6de3e99c"
,"USNM","144791","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","2 Apr 1906","","","","Mindanao","Philippines","","","Cabo Island, Igat Bay","","","","Mearns, E. A.","Mammals Field Number: 6088","Female","Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:41:00","http://n2t.net/ark:/65665/3abde8578-05ac-436c-940c-957a0f59794f"
,"USNM","144792","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","2 Apr 1906","","","","Mindanao","Philippines","","","Cabo Island, Igat Bay","","","","Mearns, E. A.","Mammals Field Number: 6089","Male","Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:41:00","http://n2t.net/ark:/65665/3bf1cedd7-d7ec-44ca-8691-0b4f42101605"
,"USNM","144794","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","2 Apr 1906","","","","Mindanao","Philippines","","","Cabo Island, Igat Bay","","","","Mearns, E. A.","Mammals Field Number: 6091","Male","Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:41:00","http://n2t.net/ark:/65665/317aa50f5-4cfb-413c-85a1-11cf8ff155e2"
,"USNM","144798","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","2 Apr 1906","","","","Mindanao","Philippines","","","Cabo Island, Igat Bay","","","","Mearns, E. A.","Mammals Field Number: 6095","Male","Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:41:00","http://n2t.net/ark:/65665/3732dd8d4-0255-4351-9328-039916484746"
,"USNM","144799","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","2 Apr 1906","","","","Mindanao","Philippines","","","Cabo Island, Igat Bay","","","","Mearns, E. A.","Mammals Field Number: 6096","Male","Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:41:00","http://n2t.net/ark:/65665/3b6d3e1a0-c93b-4e4e-a90f-7aa766b58827"
,"USNM","144802","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","2 Apr 1906","","","","Mindanao","Philippines","","","Cabo Island, Igat Bay","","","","Mearns, E. A.","Mammals Field Number: 6099","Female","Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:41:00","http://n2t.net/ark:/65665/3ace955ce-00da-4e91-98ad-5d697a8506bd"
,"USNM","144871","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","2 Apr 1906","","","","Mindanao","Philippines","","","Igat Bay, Cabo Island","","","","Mearns, E. A.","Mammals Field Number: 6068","Male : Juvenile","Fluid","",,,,"","","","","","","","",,"","","","","","","","","22 Aug 2014 14:11:00","http://n2t.net/ark:/65665/3aedc7465-3d2a-4566-9d37-deab5098cc66"
,"USNM","144774","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","23 Mar 1906","","","","Mindanao","Philippines","","","Zamboanga","","","","Mearns, E. A.","Mammals Field Number: 6051","Female","Skin; Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:41:00","http://n2t.net/ark:/65665/3aa54c14c-f911-4d9a-b853-c44d2b03d2b4"
,"USNM","144777","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","2 Apr 1906","","","","Mindanao","Philippines","","","Cabo Island, Igat Bay","","","","Mearns, E. A.","Mammals Field Number: 6071","Male","Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:41:00","http://n2t.net/ark:/65665/3834f87dc-acf6-4aab-a20a-e1a60c8fa4ad"
,"USNM","144778","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","6 Apr 1906","","","","Mindanao","Philippines","","","Zamboanga, Igat Bay","","","","Mearns, E. A.","Mammals Field Number: 6074","Male","Skin; Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:41:00","http://n2t.net/ark:/65665/319aaf45c-5e15-4d6c-98aa-7b55a936ec00"
,"USNM","144779","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","2 Apr 1906","","","","Mindanao","Philippines","","","Cabo Island, Igat Bay","","","","Mearns, E. A.","Mammals Field Number: 6076","Male","Skull; Remainder in Fluid","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:41:00","http://n2t.net/ark:/65665/30158ccff-7599-4b3b-ad85-a321149dda77"
,"USNM","144783","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","2 Apr 1906","","","","Mindanao","Philippines","","","Cabo Island, Igat Bay","","","","Mearns, E. A.","Mammals Field Number: 6080","Male","Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:41:00","http://n2t.net/ark:/65665/3dbca32da-0dbc-4b86-8295-3f0d49b42d57"
,"USNM","144788","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","2 Apr 1906","","","","Mindanao","Philippines","","","Cabo Island, Igat Bay","","","","Mearns, E. A.","Mammals Field Number: 6085","Male","Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:41:00","http://n2t.net/ark:/65665/3d74133f9-9607-4ad1-aa83-95bb13c2f293"
,"USNM","144793","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","2 Apr 1906","","","","Mindanao","Philippines","","","Cabo Island, Igat Bay","","","","Mearns, E. A.","Mammals Field Number: 6090","Male","Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:41:00","http://n2t.net/ark:/65665/355df66da-de54-476c-9b9d-d82d712d9b27"
,"USNM","144795","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","2 Apr 1906","","","","Mindanao","Philippines","","","Cabo Island, Igat Bay","","","","Mearns, E. A.","Mammals Field Number: 6092","Male","Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:41:00","http://n2t.net/ark:/65665/35f137794-38ae-4273-9bb1-39f3077b6137"
,"USNM","144796","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","2 Apr 1906","","","","Mindanao","Philippines","","","Cabo Island, Igat Bay","","","","Mearns, E. A.","Mammals Field Number: 6093","Male","Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:41:00","http://n2t.net/ark:/65665/3e9140f71-35ea-44c6-814b-797f616ddca2"
,"USNM","144797","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","2 Apr 1906","","","","Mindanao","Philippines","","","Cabo Island, Igat Bay","","","","Mearns, E. A.","Mammals Field Number: 6094","Male","Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:41:00","http://n2t.net/ark:/65665/31fe117c1-546d-4456-b702-10a24732dcad"
,"USNM","144800","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","2 Apr 1906","","","","Mindanao","Philippines","","","Cabo Island, Igat Bay","","","","Mearns, E. A.","Mammals Field Number: 6097","Male","Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:41:00","http://n2t.net/ark:/65665/3d78f90fe-ed32-4035-afe4-8d02e3a8cf1b"
,"USNM","144804","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","2 Apr 1906","","","","Mindanao","Philippines","","","Cabo Island, Igat Bay","","","","Mearns, E. A.","Mammals Field Number: 6101","Female","Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:41:00","http://n2t.net/ark:/65665/333366108-d968-4b33-b973-63435aac7d42"
,"USNM","144805","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","2 Apr 1906","","","","Mindanao","Philippines","","","Cabo Island, Igat Bay","","","","Mearns, E. A.","Mammals Field Number: 6102","Female","Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:41:00","http://n2t.net/ark:/65665/370d6d4e2-2699-4837-8529-9b3e8c96e425"
,"USNM","144806","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","2 Apr 1906","","","","Mindanao","Philippines","","","Cabo Island, Igat Bay","","","","Mearns, E. A.","Mammals Field Number: 6103","Female","Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:41:00","http://n2t.net/ark:/65665/348d136c2-637c-4f8c-b36a-45a68caa074c"
,"USNM","144807","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","2 Apr 1906","","","","Mindanao","Philippines","","","Cabo Island, Igat Bay","","","","Mearns, E. A.","Mammals Field Number: 6104","Female","Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:41:00","http://n2t.net/ark:/65665/34a11a838-7feb-4b99-81d0-11058eb8ee72"
,"USNM","144808","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","2 Apr 1906","","","","Mindanao","Philippines","","","Cabo Island, Igat Bay","","","","Mearns, E. A.","Mammals Field Number: 6105","Female","Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:41:00","http://n2t.net/ark:/65665/3e96a47eb-2fb1-4d19-92c3-75eb1ee463a2"
,"USNM","144809","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","2 Apr 1906","","","","Mindanao","Philippines","","","Cabo Island, Igat Bay","","","","Mearns, E. A.","Mammals Field Number: 6106","Male","Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:41:00","http://n2t.net/ark:/65665/3d409ce6a-c18e-4348-a5d2-11d435d851eb"
,"USNM","144810","","Specimen/Lot",1,"Acerodon jubatus mindanensis","","Acerodon jubatus mindanensis : Pteropodidae : Chiroptera : Mammalia : Chordata","Chiroptera","Pteropodidae","","","2 Apr 1906","","","","Mindanao","Philippines","","","Cabo Island, Igat Bay","","","","Mearns, E. A.","Mammals Field Number: 6107","Male","Skull","",,,,"","","","","","","","",,"","","","","","","","","20 Aug 2014 18:41:00","http://n2t.net/ark:/65665/3c51595a0-aed2-457d-a122-d3a916808c29"
