Barcode,Catalog Number,Catalog,Special Collections,Division,Order,Family,Subfamily,Tribe,Taxonomic Name (Filed As : Identified By : Identification Date),Other Taxonomic Names (Identification : Identified By : Date Identified),Name Hierarchy,Common Name (Name : Language),Type Citations (Scientific Name : Type Status : Verification Degree : Citation),Lectotypified By,Taxonomy Remarks,Collection Remarks,Collector(s),Collection Number,Date Collected,Biogeographic Region,Archipelago,Country,Province/State,District/County,Precise Locality,Island Name,Centroid Latitude,Centroid Longitude,Elevation (m),Conservation Status (Authority : Status),Habit,Microhabitat Description,Other Counts (Type : Value),Other Numbers (Type : Value),Cultivated,Recent/Fossil,Notes,Genetic Sample Type,Biorepository Number,Bold ID,GenBank Numbers,Field Id Number,Preservation Method,Embargo?,Depleted?,Storage Location,Record Last Modified,EZID
"00070269","","Bryophytes and Lichens","Type Register","Bryophyta","","Orthotrichaceae","","","Macromitrium mindanaense Broth.","","Macromitrium mindanaense Broth. : Orthotrichaceae : : : Bryophyta","","Macromitrium mindanaense Broth. : Isotype, Brotherus, V. F. 1908. Philipp. J. Sci. 3: 15., Card file verified by examination of alleged type specimen",,"","","Mearns, E. A.; Hutchinson, W. I.","Bur. Sci. 4794","May 1906","42 - Malesia","","Philippines","Misamis","","Mt. Malindang.","Mindanao","","","",,"","",,,"","",,"","","","","","","","","","17 Aug 2016 21:47:00","http://n2t.net/ark:/65665/39a80d920-9b14-4d4f-9e49-1ad71f341df5"
"01260993","625782","Flowering plants and ferns","Crowdsourcing Project","","Euphorbiales","Euphorbiaceae","","","Mallotus ricinoides (Pers.) Müll. Arg.","","4385 : Mallotus ricinoides (Pers.) Müll. Arg. : Euphorbiaceae : Euphorbiales : Dicotyledonae","","",,"","","Mearns, E. A.","Bur. Sci. 3428","May 1907","42 - Malesia","","Philippines","Cordillera","","Province of Benguet, Luzon","","","","",,"","",,,"","",,"","","","","","","","","","08 Sep 2016 17:44:00","http://n2t.net/ark:/65665/379848d11-bacf-478e-bbe4-5c9fb2bc3bdc"
"02927979","708916","Flowering plants and ferns","","","Myrtales","Melastomataceae","","","Medinilla apoensis C.B. Rob.","","5741 : Medinilla apoensis C.B. Rob. : Melastomataceae : Myrtales : Dicotyledonae","","",,"","","Mearns, E. A.; Hutchinson, W. I.","Forestry Bureau 4684","May 1906","42 - Malesia","","Philippines","Northern Mindanao","","Mt. Malindang, Prov. of Misamis, Mindanao.","","","","",,"","",,,"","",,"","","","","","","","","","01 Oct 2018 17:45:00","http://n2t.net/ark:/65665/3779eebd9-19a9-45b1-a914-b2ba4a228c25"
"02928005","447680","Flowering plants and ferns","","","Myrtales","Melastomataceae","","","Medinilla calelanensis Elmer","","5741 : Medinilla calelanensis Elmer : Melastomataceae : Myrtales : Dicotyledonae","","",,"","","Mearns, E. A.","s.n.","30 Jun 1904","42 - Malesia","","Philippines","Davao","","Mt. Apo, Mindanao.","","","",1829,,"","",,,"","",,"","","","","","","","","","03 Oct 2018 15:53:00","http://n2t.net/ark:/65665/3847689b7-de07-4b90-9b8d-cf538b3536ce"
"02928006","447679","Flowering plants and ferns","","","Myrtales","Melastomataceae","","","Medinilla calelanensis Elmer","","5741 : Medinilla calelanensis Elmer : Melastomataceae : Myrtales : Dicotyledonae","","",,"","","Mearns, E. A.","s.n.","30 Jun 1904","42 - Malesia","","Philippines","Davao","","Mt. Apo, Mindanao.","","","",1829,,"","",,,"","",,"","","","","","","","","","01 Oct 2018 18:10:00","http://n2t.net/ark:/65665/3e057ea9e-b0a2-46f1-9f72-01832dc872ac"
"00120555","706239","Flowering plants and ferns","Type Register","","Myrtales","Melastomataceae","","","Medinilla cogniauxii var. angustifolia Merr.","Medinilla setigera Miq.","5741 : Medinilla cogniauxii var. angustifolia Merr. : Melastomataceae : Myrtales : Dicotyledonae","","Medinilla cogniauxii var. angustifolia Merr. : Lectotype, Regalado, J. C. 1995. Blumea. 40: 179., Original publication and alleged type specimen examined","Regalado, J. C. 1995. Blumea. 40: 179.","","","Mearns, E. A.; Hutchinson, W. I.","Bur. Sci. 4567","May 1906","42 - Malesia","","Philippines","Misamis Occidental","","Mt. Malindang.","Mindanao","","","",,"","",,"fiche number : 0615/A12","","",,"","","","","","","","","","29 Aug 2016 19:32:00","http://n2t.net/ark:/65665/39735c14f-ec6f-4353-bebd-fda13aa8c5e3"
"02928137","625743","Flowering plants and ferns","","","Myrtales","Melastomataceae","","","Medinilla involucrata Merr.","","5741 : Medinilla involucrata Merr. : Melastomataceae : Myrtales : Dicotyledonae","","",,"","","Mearns, E. A.","Bureau of Science 2957","4 Jun 1907 to 5 Jun 1907","42 - Malesia","","Philippines","Bicol","","Mount Mayon, Albay Prov., Luzon.","","","","",,"","",,,"","",,"","","","","","","","","","03 Oct 2018 15:58:00","http://n2t.net/ark:/65665/314819b23-7a57-4ef6-841e-e0b2a8ed205d"
"00120590","708890","Flowering plants and ferns","Type Register","","Myrtales","Melastomataceae","","","Medinilla malindangensis Merr.","","5741 : Medinilla malindangensis Merr. : Melastomataceae : Myrtales : Dicotyledonae","","Medinilla malindangensis Merr. : Lectotype, Regalado, J. C. 1995. Blumea. 40: 156., Original publication and alleged type specimen examined","Regalado, J. C. 1995. Blumea. 40: 156.","","","Mearns, E. A.; Hutchinson, W. I.","Bur. Sci. 4557","May 1906","42 - Malesia","","Philippines","Misamis Occidental","","Mt. Malindang.","Mindanao","","","",,"","",,"fiche number : 0615/D11","","",,"","","","","","","","","","29 Aug 2016 19:32:00","http://n2t.net/ark:/65665/37e16de45-e93a-4a42-9f5f-49bde2c4f1c0"
"00120591","708917","Flowering plants and ferns","Type Register","","Myrtales","Melastomataceae","","","Medinilla mearnsii Merr.","","5741 : Medinilla mearnsii Merr. : Melastomataceae : Myrtales : Dicotyledonae","","Medinilla mearnsii Merr. : Lectotype, Regalado, J. C. 1995. Blumea. 40: 159., Original publication and alleged type specimen examined","Regalado, J. C. 1995. Blumea. 40: 159.","","","Mearns, E. A.; Hutchinson, W. I.","Bur. Sci. 4685","16 May 1906","42 - Malesia","","Philippines","Misamis Occidental","","Mt. Malindang.","Mindanao","","",1000,,"","",,"fiche number : 0615/D12","","",,"","","","","","","","","","29 Aug 2016 19:32:00","http://n2t.net/ark:/65665/38247057f-061f-4752-82da-a0943894ec9e"
"02928224","708889","Flowering plants and ferns","","","Myrtales","Melastomataceae","","","Medinilla myrtiformis (Naudin) Triana","","5741 : Medinilla myrtiformis (Naudin) Triana : Melastomataceae : Myrtales : Dicotyledonae","","",,"","","Mearns, E. A.; Hutchinson, W. I.","Forestry Bureau 4556*","May 1906","42 - Malesia","","Philippines","Northern Mindanao","","Mount Malindang, Prov. of Misamis, Mindanao.","","","","",,"","",,,"","",,"","","","","","","","","","01 Oct 2018 23:59:00","http://n2t.net/ark:/65665/30521487d-840d-4aff-93a1-39686197fb92"
"02921775","706258","Flowering plants and ferns","","","Myrtales","Melastomataceae","","","Melastoma crinitum Roxb.","","5650 : Melastoma crinitum Roxb. : Melastomataceae : Myrtales : Dicotyledonae","","",,"","","Mearns, E. A.; Hutchinson, W. I.","Forestry Bureau 4703","May 1906","42 - Malesia","","Philippines","Northern Mindanao","","Mt Malindang. Prov. of Misamis. Mindanao.","","","","",,"","",,,"","",,"","","","","","","","","","01 Oct 2018 17:33:00","http://n2t.net/ark:/65665/35c1e91f1-5494-4e6a-bc40-576bc5618294"
"02921855","447518","Flowering plants and ferns","","","Myrtales","Melastomataceae","","","Melastoma malabathricum L.","","5650 : Melastoma malabathricum L. : Melastomataceae : Myrtales : Dicotyledonae","sandoeloek; sasan doeloek; sandoeloek batoe; odok odok; Uduk-uduk : Brunei; Serdukok : Malay; Hosing : Dusun; kudok kudok; pisetikmei : Pohnpeian; kisetikumai; matakui; pisetikmei : Pohnpeian; Kisetikemai; Matakui; Gasing : Dusun; vine; Skoegalo; fualole; motu'u; ma'a tupaupau; Engkodok Bangbabi : Malay Kayan; Kang : Kenyah; Kamanting Batu Limuntin Bela : Iban Kenya; odok odko : Brunei; odok-odok : Malay; gasing : Dusan Labuk; odok-odok : Brunei; boero : Mal.; Native language symbols; Native language symbols; Native language symbols; daun biroro; o bunga-biru : Tobelorese; Tupainaraku; biroru; bukbuk; bukbuk; nombonambi : Medlpa, Kaugel diale; Aditi; ndothendothe; Kaurasinga; Ndokoriloto; Matakui : Palau; Malabar melastome","",,"","","Mearns, E. A.","189","16 Feb 1904","42 - Malesia","","Philippines","Zamboanga Peninsula","","Philippine Islands. Sandangan Bay; Mindanao.","","","","",,"","",,,"","",,"","","","","","","","","","01 Oct 2018 18:09:00","http://n2t.net/ark:/65665/36de621ee-b35d-4fbf-bafd-58d274619fb2"
"02921856","447523","Flowering plants and ferns","","","Myrtales","Melastomataceae","","","Melastoma malabathricum L.","","5650 : Melastoma malabathricum L. : Melastomataceae : Myrtales : Dicotyledonae","sandoeloek; sasan doeloek; sandoeloek batoe; odok odok; Uduk-uduk : Brunei; Serdukok : Malay; Hosing : Dusun; kudok kudok; pisetikmei : Pohnpeian; kisetikumai; matakui; pisetikmei : Pohnpeian; Kisetikemai; Matakui; Gasing : Dusun; vine; Skoegalo; fualole; motu'u; ma'a tupaupau; Engkodok Bangbabi : Malay Kayan; Kang : Kenyah; Kamanting Batu Limuntin Bela : Iban Kenya; odok odko : Brunei; odok-odok : Malay; gasing : Dusan Labuk; odok-odok : Brunei; boero : Mal.; Native language symbols; Native language symbols; Native language symbols; daun biroro; o bunga-biru : Tobelorese; Tupainaraku; biroru; bukbuk; bukbuk; nombonambi : Medlpa, Kaugel diale; Aditi; ndothendothe; Kaurasinga; Ndokoriloto; Matakui : Palau; Malabar melastome","",,"","","Mearns, E. A.","194","16 Feb 1904","42 - Malesia","","Philippines","Zamboanga Peninsula","","Philippine Islands. Sandangan Bay; Mindanao.","","","","",,"","",,,"","",,"","","","","","","","","","03 Oct 2018 15:47:00","http://n2t.net/ark:/65665/385af6a6e-c7ce-4a53-a061-8cf499050baa"
"02921858","447544","Flowering plants and ferns","","","Myrtales","Melastomataceae","","","Melastoma malabathricum L.","","5650 : Melastoma malabathricum L. : Melastomataceae : Myrtales : Dicotyledonae","sandoeloek; sasan doeloek; sandoeloek batoe; odok odok; Uduk-uduk : Brunei; Serdukok : Malay; Hosing : Dusun; kudok kudok; pisetikmei : Pohnpeian; kisetikumai; matakui; pisetikmei : Pohnpeian; Kisetikemai; Matakui; Gasing : Dusun; vine; Skoegalo; fualole; motu'u; ma'a tupaupau; Engkodok Bangbabi : Malay Kayan; Kang : Kenyah; Kamanting Batu Limuntin Bela : Iban Kenya; odok odko : Brunei; odok-odok : Malay; gasing : Dusan Labuk; odok-odok : Brunei; boero : Mal.; Native language symbols; Native language symbols; Native language symbols; daun biroro; o bunga-biru : Tobelorese; Tupainaraku; biroru; bukbuk; bukbuk; nombonambi : Medlpa, Kaugel diale; Aditi; ndothendothe; Kaurasinga; Ndokoriloto; Matakui : Palau; Malabar melastome","",,"","","Mearns, E. A.","s.n.","16 Feb 1904","42 - Malesia","","Philippines","Zamboanga Peninsula","","Philippine Islands. Sindangan Bay, Mindanao.","","","","",,"","",,,"","",,"","","","","","","","","","01 Oct 2018 17:57:00","http://n2t.net/ark:/65665/34b979af7-3110-48f3-b0f4-7ce40d6206bd"
"02921859","447634","Flowering plants and ferns","","","Myrtales","Melastomataceae","","","Melastoma malabathricum L.","","5650 : Melastoma malabathricum L. : Melastomataceae : Myrtales : Dicotyledonae","sandoeloek; sasan doeloek; sandoeloek batoe; odok odok; Uduk-uduk : Brunei; Serdukok : Malay; Hosing : Dusun; kudok kudok; pisetikmei : Pohnpeian; kisetikumai; matakui; pisetikmei : Pohnpeian; Kisetikemai; Matakui; Gasing : Dusun; vine; Skoegalo; fualole; motu'u; ma'a tupaupau; Engkodok Bangbabi : Malay Kayan; Kang : Kenyah; Kamanting Batu Limuntin Bela : Iban Kenya; odok odko : Brunei; odok-odok : Malay; gasing : Dusan Labuk; odok-odok : Brunei; boero : Mal.; Native language symbols; Native language symbols; Native language symbols; daun biroro; o bunga-biru : Tobelorese; Tupainaraku; biroru; bukbuk; bukbuk; nombonambi : Medlpa, Kaugel diale; Aditi; ndothendothe; Kaurasinga; Ndokoriloto; Matakui : Palau; Malabar melastome","",,"","","Mearns, E. A.","s.n.","20 Apr 1904","42 - Malesia","","Philippines","Caraga","","Philippine Islands. Surigao; Mindanao Id.","","","","",,"","",,,"","",,"","","","","","","","","","03 Oct 2018 14:48:00","http://n2t.net/ark:/65665/3cdd325e5-2fad-4991-935e-cc57ec5a8b7e"
"02921860","447636","Flowering plants and ferns","","","Myrtales","Melastomataceae","","","Melastoma malabathricum L.","","5650 : Melastoma malabathricum L. : Melastomataceae : Myrtales : Dicotyledonae","sandoeloek; sasan doeloek; sandoeloek batoe; odok odok; Uduk-uduk : Brunei; Serdukok : Malay; Hosing : Dusun; kudok kudok; pisetikmei : Pohnpeian; kisetikumai; matakui; pisetikmei : Pohnpeian; Kisetikemai; Matakui; Gasing : Dusun; vine; Skoegalo; fualole; motu'u; ma'a tupaupau; Engkodok Bangbabi : Malay Kayan; Kang : Kenyah; Kamanting Batu Limuntin Bela : Iban Kenya; odok odko : Brunei; odok-odok : Malay; gasing : Dusan Labuk; odok-odok : Brunei; boero : Mal.; Native language symbols; Native language symbols; Native language symbols; daun biroro; o bunga-biru : Tobelorese; Tupainaraku; biroru; bukbuk; bukbuk; nombonambi : Medlpa, Kaugel diale; Aditi; ndothendothe; Kaurasinga; Ndokoriloto; Matakui : Palau; Malabar melastome","",,"","","Mearns, E. A.","s.n.","20 Apr 1904","42 - Malesia","","Philippines","Caraga","","Philippine Islands. Surigao, Mindanao.","","","","",,"","",,,"","",,"","","","","","","","","","03 Oct 2018 14:48:00","http://n2t.net/ark:/65665/379b6ac14-ce3a-4614-855d-8f36fa362d05"
"02921861","447598","Flowering plants and ferns","","","Myrtales","Melastomataceae","","","Melastoma malabathricum L.","","5650 : Melastoma malabathricum L. : Melastomataceae : Myrtales : Dicotyledonae","sandoeloek; sasan doeloek; sandoeloek batoe; odok odok; Uduk-uduk : Brunei; Serdukok : Malay; Hosing : Dusun; kudok kudok; pisetikmei : Pohnpeian; kisetikumai; matakui; pisetikmei : Pohnpeian; Kisetikemai; Matakui; Gasing : Dusun; vine; Skoegalo; fualole; motu'u; ma'a tupaupau; Engkodok Bangbabi : Malay Kayan; Kang : Kenyah; Kamanting Batu Limuntin Bela : Iban Kenya; odok odko : Brunei; odok-odok : Malay; gasing : Dusan Labuk; odok-odok : Brunei; boero : Mal.; Native language symbols; Native language symbols; Native language symbols; daun biroro; o bunga-biru : Tobelorese; Tupainaraku; biroru; bukbuk; bukbuk; nombonambi : Medlpa, Kaugel diale; Aditi; ndothendothe; Kaurasinga; Ndokoriloto; Matakui : Palau; Malabar melastome","",,"","","Mearns, E. A.","s.n.","20 Apr 1904","42 - Malesia","","Philippines","Caraga","","Philippine Islands. Surigao; Mindanao.","","","","",,"","",,,"","",,"","","","","","","","","","03 Oct 2018 16:01:00","http://n2t.net/ark:/65665/330471daf-ec64-4da7-b526-916d71c3cf15"
"02921911","615635","Flowering plants and ferns","","","Myrtales","Melastomataceae","","","Melastoma malabathricum subsp. malabathricum L.","","5650 : Melastoma malabathricum subsp. malabathricum L. : Melastomataceae : Myrtales : Dicotyledonae","sandoeloek batoe","",,"","","Mearns, E. A.","s.n.","3 Oct 1903 to 6 Oct 1903","42 - Malesia","","Philippines","Muslim Mindanao","","Butig Mts., Mindanao.","","","","914 - 1524",,"","",,,"","",,"","","","","","","","","","03 Oct 2018 14:47:00","http://n2t.net/ark:/65665/34f91f354-2e3e-4ddc-8691-374c695e701d"
"03318717","447601","Flowering plants and ferns","","","Sapindales","Meliaceae","","","Melia azedarach L.","","4175 : Melia azedarach L. : Meliaceae : Sapindales : Dicotyledonae","Alelaila; Chinaberry : English; Lilac : English; Lilac : English; Lilaila; Lilas d'Espagne : French; Lilla; Mille-branche : French; Paradise Bush : English; Piment D'cau; Pride of India : English; Violetta : Spanish; White Cedar; paraisu : Zapotec","",,"","","Mearns, E. A.","s.n.","20 Apr 1904","42 - Malesia","","Philippines","","","The Philippine Islands. Surigao; Mindanao.","","","","","Non-native","","",,,"","",,"","","","","","","","","","12 Jul 2019 17:52:00","http://n2t.net/ark:/65665/3a5599bd1-32e3-4ee0-a427-69709ca7589c"
"03306970","625779","Flowering plants and ferns","","","Sapindales","Rutaceae","","","Melicope dubia (Merr.) T.G. Hartley","","3997 : Melicope dubia (Merr.) T.G. Hartley : Rutaceae : Sapindales : Dicotyledonae","","",,"","","Mearns, E. A.","Bureau of Science 3423","May 1907","42 - Malesia","","Philippines","","","Province of Benguet, Luzon.","","","","",,"","",,,"","",,"","","","","","","","","","12 Jul 2019 12:24:00","http://n2t.net/ark:/65665/3dfa789a8-6c5f-490a-9c6f-0f6ae2cf79d3"
"03362097","625787","Flowering plants and ferns","","","Ranunculales","Sabiaceae","","","Meliosma multiflora Merr.","","4851 : Meliosma multiflora Merr. : Sabiaceae : Ranunculales : Dicotyledonae","","",,"","","Mearns, E. A.","Bureau of Science 3447","Jul 1907","42 - Malesia","","Philippines","","","Benguet Prov., Luzon.","","","","",,"","",,,"","",,"","","","","","","","","","10 Jul 2019 21:38:00","http://n2t.net/ark:/65665/3a78bee61-3bf2-4803-8155-36725bcd46f0"
"03379212","625746","Flowering plants and ferns","","","Malvales","Sterculiaceae","","","Melochia umbellata Stapf","","5057 : Melochia umbellata Stapf : Sterculiaceae : Malvales : Dicotyledonae","mo-op; o nututu : Tobelorese","",,"","","Mearns, E. A.","Bureau of Science 2972","1 Jun 1907","42 - Malesia","","Philippines","","","Casiguran, E. coast of Luzon.","","","","",,"","",,,"","",,"","","","","","","","","","10 Jul 2019 13:43:00","http://n2t.net/ark:/65665/31c357633-2f12-4694-844a-e834e9a59738"
"03148142","447522","Flowering plants and ferns","","","Solanales","Convolvulaceae","","","Merremia umbellata (L.) Hallier f.","","6997 : Merremia umbellata (L.) Hallier f. : Convolvulaceae : Solanales : Dicotyledonae","Sawahkirir, Dimohgaga : Wanigela; akar laran; hogvine","",,"","","Mearns, E. A.","193","16 Feb 1904","42 - Malesia","","Philippines","","","Sandangan Bay; Mindanao.","","","","",,"","",,,"","",,"","","","","","","","","","08 Mar 2019 20:42:00","http://n2t.net/ark:/65665/328bdb830-b86b-47d7-8109-99826596dc9b"
"03148124","447423","Flowering plants and ferns","","","Solanales","Convolvulaceae","","","Merremia vitifolia (Burm. f.) Hallier f.","","6997 : Merremia vitifolia (Burm. f.) Hallier f. : Convolvulaceae : Solanales : Dicotyledonae","","",,"","","Mearns, E. A.","35","25 Feb 1904","42 - Malesia","","Philippines","Muslim Mindanao","","Cagayan - Sulu Island.","","","","",,"","",,,"","",,"","","","","","","","","","08 Mar 2019 21:59:00","http://n2t.net/ark:/65665/3051e04b9-910c-48e6-a211-7370b9a49754"
"02888756","447602","Flowering plants and ferns","","","Lamiales","Lamiaceae","","","Mesosphaerum suaveolens (L.) Kuntze","","7342 K : Mesosphaerum suaveolens (L.) Kuntze : Lamiaceae : Lamiales : Dicotyledonae","mumutung lahe; Momotung","",,"","","Mearns, E. A.","s.n.","20 Apr 1904","42 - Malesia","","Philippines","","","Surigao; Mindanao.","","","","",,"","",,,"","",,"","","","","","","","","","17 Sep 2018 18:34:00","http://n2t.net/ark:/65665/33e7976be-8f0a-44a4-a790-55ae9a97005b"
"02888757","447505","Flowering plants and ferns","","","Lamiales","Lamiaceae","","","Mesosphaerum suaveolens (L.) Kuntze","","7342 K : Mesosphaerum suaveolens (L.) Kuntze : Lamiaceae : Lamiales : Dicotyledonae","mumutung lahe; Momotung","",,"","","Mearns, E. A.","168","16 Feb 1904","42 - Malesia","","Philippines","","","Sandangan Bay; Mindanao.","","","","",,"","",,,"","",,"","","","","","","","","","17 Sep 2018 14:49:00","http://n2t.net/ark:/65665/3d453fc06-e036-4806-8868-f09c73df0b19"
"03311502","625781","Flowering plants and ferns","","","Sapindales","Rutaceae","","","Micromelum compressum (Blanco) Merr.","","4089 : Micromelum compressum (Blanco) Merr. : Rutaceae : Sapindales : Dicotyledonae","","",,"","","Mearns, E. A.","Bureau of Science 3426","May 1907","42 - Malesia","","Philippines","","","Province of Benguet, Luzon.","","","","",,"","",,,"","",,"","","","","","","","","","12 Jul 2019 15:51:00","http://n2t.net/ark:/65665/3dba84e6b-ca6c-443c-bd53-28e457e68fa8"
"01586445","625783","Flowering plants and ferns","","","Polypodiales","Polypodiaceae","","","Microsorum monstrosum (Copel.) Copel.","","F247 : Microsorum monstrosum (Copel.) Copel. : Polypodiaceae : Polypodiales : Pteridophyte","","",,"","","Mearns, E. A.","Bureau of Science 3129","May 1907","42 - Malesia","","Philippines","","","Province of Benguet, Luzon","","","","",,"","",,,"","",,"","","","","","","","","","01 Nov 2016 14:52:00","http://n2t.net/ark:/65665/370c5a588-574e-4b02-a9ed-236e10f8ceed"
"01586590","628565","Flowering plants and ferns","","","Polypodiales","Polypodiaceae","","","Microsorum punctatum (L.) Copel.","","F247 : Microsorum punctatum (L.) Copel. : Polypodiaceae : Polypodiales : Pteridophyte","","",,"","","Mearns, E. A.","s.n.","Apr 1907","42 - Malesia","","Philippines","","","Province of Benguet, Luzon","","","","",,"","",,,"","",,"","","","","","","","","","01 Nov 2016 15:31:00","http://n2t.net/ark:/65665/366b71ec0-5bfb-403e-b0e1-352d142d572c"
