Catalog Number - USNM,Kind of Object,Special Collections,Specimen Count,Identification,Other Identifications,Name Hierarchy,Type Status,Type Citations,Order,Family,Subfamily,Date Collected,Ocean,Sea/Gulf,Archipelago,Island Grouping,Island Name,Continent,Country,Province/State,District/County,Precise Locality,Centroid Latitude,Centroid Longitude,Collector(s),Field Number(s),Other Numbers (Type : Value),Vessel,Cruise,Station,Expedition,Collection Method,Depth (m),Source of Sample,Preparation Details (Preparation:Location:Count),Measurements,Notes,Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
"57984","Specimen/Lot","",1,"Cephalopholis sonnerati","","Cephalopholis sonnerati : Serranidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Serranidae","Epinephelinae",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3cc4daca8-5c3f-4928-9832-62c6a008c968"
"57985","Specimen/Lot","",1,"Cephalopholis sonnerati","","Cephalopholis sonnerati : Serranidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Serranidae","Epinephelinae",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3cbef4142-5b1f-445f-8018-fbd0072dd264"
"57991","Specimen/Lot","",1,"Cephalopholis urodeta","","Cephalopholis urodeta : Serranidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Serranidae","Epinephelinae",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3ac125e7a-9fd5-493e-8282-7764426ed1d3"
"55631","Specimen/Lot","",2,"Channa striata","Ophiocephalus striatus","Channa striata : Channidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Channidae","",,"Pacific","","","","","","Philippines","","","Siassi, Siassi Is., P.I.","","","Mearns, E. A.","","","","","","","","","",,,"","000000","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/36775a4d9-3dd3-4301-8500-9b2d7ab4a9ff"
"55602","Specimen/Lot","",1,"Chanos chanos","","Chanos chanos : Chanidae : Gonorynchiformes : Actinopterygii : Chordata","","","Gonorynchiformes","Chanidae","",,"","","","","Luzon","Asia","Philippines","National Capital Region","","Manila, P.I.","","","Mearns, E. A.","","","","","","","","","",,,"","000000","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/30a309ee6-cd57-40b5-9195-186d6a039712"
"58039","Specimen/Lot","",2,"Chanos chanos","","Chanos chanos : Chanidae : Gonorynchiformes : Actinopterygii : Chordata","","","Gonorynchiformes","Chanidae","",,"","","","","Mindanao","Asia","Philippines","Zamboanga del Sur","","Zamboanga, P. I.","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3e9cdcc64-60e0-4fe2-bc6d-43e21508545c"
"58034","Specimen/Lot","",1,"Cheilinus chlorourus","","Cheilinus chlorourus : Labridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Labridae","","Aug 1906 (1906 Aug 00 - 0000 00 00)","Pacific","","Philippine Archipelago","","","","Philippines","","","Zamboanga, Philippine Islands","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/30d58bcd2-1b15-48df-be0f-0c17b0a616de"
"58035","Specimen/Lot","",1,"Cheilinus trilobatus","","Cheilinus trilobatus : Labridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Labridae","","Aug 1906 (1906 Aug 00 - 0000 00 00)","Pacific","","Philippine Archipelago","","","","Philippines","","","Zamboanga, Philippine Islands","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3ba924414-2da9-4cce-8a8f-46ea9ea25388"
"57990","Specimen/Lot","",4,"Cheilio inermis","","Cheilio inermis : Labridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Labridae","",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3165596c5-091a-4ba6-bb52-da0ecdaaf7c2"
"58044","Specimen/Lot","",1,"Cheilopogon katoptron","Cypselurus pinnatibarbatus altipennis","Cheilopogon katoptron : Exocoetidae : Beloniformes : Actinopterygii : Chordata","","","Beloniformes","Exocoetidae","",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"Re-identified by n.v.parin (feb. 1992)","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/36e938842-76a2-4fa4-84f3-d419cef24964"
"55600","Specimen/Lot","",1,"Chelonodon patoca","Tetraodon immaculatus","Chelonodon patoca : Tetraodontidae : Tetraodontiformes : Actinopterygii : Chordata","","","Tetraodontiformes","Tetraodontidae","Tetraodontinae",,"","","","","Luzon","Asia","Philippines","National Capital Region","","Manila, P.I.","","","Mearns, E. A.","","","","","","","","","",,,"","045791","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3da9cbfa2-8f07-487b-8711-eedf394b9417"
"57901","Specimen/Lot","",8,"Chelonodon patoca","Tetraodon patoca","Chelonodon patoca : Tetraodontidae : Tetraodontiformes : Actinopterygii : Chordata","","","Tetraodontiformes","Tetraodontidae","Tetraodontinae",,"Pacific","","","","","","Philippines","","","Philippine Islands","","","Mearns, E. A.","","","","","","","","","",,,"","046983","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3d691a501-f1c3-4706-91e8-6ebc7ae4fc11"
"57846","Specimen/Lot","Types",1,"Choerops zamboangae Seale & Bean","","Choerops zamboangae Seale & Bean : Labridae : Perciformes : Actinopterygii : Chordata","Type","Seale, A. & Bean, B. A. 1907. Proceedings of the United States National Museum. 33 (1568): 236.","Perciformes","Labridae","",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","","Illustration::1",,"","000000","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3c706a4ee-ca0f-4218-818b-1e0881feb9d0"
"61154","Specimen/Lot","Types",1,"Choerops zamboangae Seale & Bean","","Choerops zamboangae Seale & Bean : Labridae : Perciformes : Actinopterygii : Chordata","Paratype","Seale, A. & Bean, B. A. 1907. Proceedings of the United States National Museum. 33 (1568): 236.","Perciformes","Labridae","",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"","046983","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/314df9249-600b-42a7-a759-7b617d940ac7"
"57946","Specimen/Lot","",1,"Chrysiptera","","Chrysiptera : Pomacentridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Pomacentridae","",,"Pacific","","","","","","Philippines","","","Philippine Islands","","","Mearns, E. A.","","","","","","","","","",,,"","046983","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3e5888f13-fe3f-4bef-bd95-38529d0c1e45"
"58007","Specimen/Lot","",1,"Dasyatis kuhlii","","Dasyatis kuhlii : Dasyatidae : Myliobatiformes : Chondrichthyes : Chordata","","","Myliobatiformes","Dasyatidae","",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","","Unknown:Tank 02",,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/37c3462b0-8d35-4eec-abf5-14894e084d73"
"57943","Specimen/Lot","",1,"Drombus palackyi","","Drombus palackyi : Gobiidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Gobiidae","Gobiinae",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"","046983","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/382c8c18f-ad9c-455d-95ce-86912b51beb7"
"57971","Specimen/Lot","",1,"Drombus palackyi","","Drombus palackyi : Gobiidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Gobiidae","Gobiinae",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3482f7b4f-5412-47d2-9ed0-bfcb2fe9941e"
"57987","Specimen/Lot","",1,"Epinephelus fasciatus","","Epinephelus fasciatus : Serranidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Serranidae","Epinephelinae",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3b898f9af-d6aa-48e6-a082-4eb15ec1e2b7"
"57989","Specimen/Lot","",1,"Epinephelus fasciatus","","Epinephelus fasciatus : Serranidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Serranidae","Epinephelinae",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3d3a9b819-1fe2-4d24-8df5-0b61ab11b811"
"57992","Specimen/Lot","",1,"Epinephelus merra","","Epinephelus merra : Serranidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Serranidae","Epinephelinae",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3c50863cd-0815-4a3a-bfbc-d5ae734b3fba"
"57986","Specimen/Lot","",1,"Epinephelus merra","","Epinephelus merra : Serranidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Serranidae","Epinephelinae",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/330e37db0-1b84-4852-866f-31723eb3f9da"
"57993","Specimen/Lot","",2,"Epinephelus quoyanus","Epinephelus megachir","Epinephelus quoyanus : Serranidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Serranidae","Epinephelinae",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3261ffab1-31bc-4d17-9c89-b48f073648f3"
"57900","Specimen/Lot","",2,"Eurypegasus draconis","","Eurypegasus draconis : Pegasidae : Gasterosteiformes : Actinopterygii : Chordata","","","Gasterosteiformes","Pegasidae","","1906","Pacific","","","","Mindanao","","Philippines","","","Philippine Islands: Zamboanga, Mindanao","","","Mearns, E. A.","","","","","","","","","",,,"","046983","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/30bda93fc-6077-4e11-aaec-366d310eb5f6"
"57975","Specimen/Lot","",3,"Gerres kapas","","Gerres kapas : Gerreidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Gerreidae","",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/30d581c56-eb0f-42ee-affc-92d36ba0022c"
"58004","Specimen/Lot","",1,"Gnathanodon speciosus","","Gnathanodon speciosus : Carangidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Carangidae","",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","","Unknown:Tank 08",,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3dd2f620f-a7fe-47b4-9df3-5f51d72e987a"
"55625","Specimen/Lot","Types",3,"Gobius calderae","","Gobius calderae : Gobiidae : Perciformes : Actinopterygii : Chordata","Type","","Perciformes","Gobiidae","Gobiinae","1904 (1904 00 00 - 0000 00 00)","Pacific","","","","Mindanao","","Philippines","","","Phiippine Islands: Zamboanga, Mindanao","","","Mearns, E. A.","","","","","","","","","","Radiograph::1; Illustration::1",,"255 004 specimens previously listed in ledger.","000000","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3e90576e3-6499-4581-bf65-f58c3b2d0325"
"RAD 102388","Image","Radiograph Collection",1,"Gobius calderae","","Gobius calderae : Gobiidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Gobiidae","Gobiinae","1904 (1904 00 00 - 0000 00 00)","Pacific","","","","Mindanao","","Philippines","","","Phiippine Islands: Zamboanga, Mindanao","","","Mearns, E. A.","","Catalog Number : USNM 55625","","","","","","","","Acetate:MSC:1",,"Radiograph is of a type; The Smithsonian NMNH Division of Fishes uses the convention of maintaining the original species name for type specimens designated at the time of description. The currently accepted name for this species is Istigobius ornatus. The following radiograph lots RAD102388 and RAD109243 are of the same specimen lot, but were intentionally assigned separate object catalog numbers as they originated from different accessions.","2078776","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3fa882ea3-52f9-4032-986a-d4e2aea1abed"
"RAD 109243","Image","Radiograph Collection",1,"Gobius calderae","","Gobius calderae : Gobiidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Gobiidae","Gobiinae","1904 (1904 00 00 - 0000 00 00)","Pacific","","","","Mindanao","","Philippines","","","Phiippine Islands: Zamboanga, Mindanao","","","Mearns, E. A.","","Catalog Number : USNM 55625","","","","","","","","Acetate:MSC:1; Radiograph Note Paper:MSC:0",,"Radiograph is of a type; The Smithsonian NMNH Division of Fishes uses the convention of maintaining the original species name for type specimens designated at the time of description. The currently accepted name for this species is Istigobius ornatus. The following radiograph lots RAD102388 and RAD109243 are of the same specimen lot, but were intentionally assigned separate object catalog numbers as they originated from different accessions.","2073467","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/366d74597-d14b-46cd-819b-ab92ff6b0de3"
"58021","Specimen/Lot","",1,"Gymnocranius grandoculis","Gymnocranius lethrinoides","Gymnocranius grandoculis : Lethrinidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Lethrinidae","",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/31eef53e1-3d01-4c4d-bcf6-d296e41076a3"
"57994","Specimen/Lot","",1,"Gymnothorax fimbriatus","","Gymnothorax fimbriatus : Muraenidae : Anguilliformes : Actinopterygii : Chordata","","","Anguilliformes","Muraenidae","Muraeninae",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/32d618e51-0869-4cdc-8701-1f5f918ddfdf"
"57940","Specimen/Lot","",1,"Harengula punctata","","Harengula punctata : Clupeidae : Clupeiformes : Actinopterygii : Chordata","","","Clupeiformes","Clupeidae","","21 Aug 1906 (1906 Aug 21 - 0000 00 00)","Pacific","","","","Mindanao","","Philippines","","","Zamboanga, Mindanao, Philippine Islands","","","Mearns, E. A.","","","","","","","","","",,,"","046983","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/346920d8a-442f-4029-85f5-847fe42be2ac"
"361956","Specimen/Lot","",1,"Hippocampus comes","","Hippocampus comes : Syngnathidae : Syngnathiformes : Actinopterygii : Chordata","","","Syngnathiformes","Syngnathidae","Hippocampinae",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"Out of 057981. det. by s. lourie feb/2000.","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3b8f15a28-97f7-48b1-ac70-284f9e8a5f0d"
"57981","Specimen/Lot","",1,"Hippocampus kuda","","Hippocampus kuda : Syngnathidae : Syngnathiformes : Actinopterygii : Chordata","","","Syngnathiformes","Syngnathidae","Hippocampinae",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"1 of original 2 spms recat. as 361956. det. by s. lourie feb/2000.","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/39fe71ba5-88dd-4257-99d3-69d74d12c20f"
"57938","Specimen/Lot","",2,"Hypoatherina balabacensis","","Hypoatherina balabacensis : Atherinidae : Atheriniformes : Actinopterygii : Chordata","","","Atheriniformes","Atherinidae","Atherininae",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"2 out of 134279, catalog says 4 specimens, 2 specimens remaining in jar","046983","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3509105d8-0daa-4ef4-9da1-60b69ce68d5a"
"55604","Specimen/Lot","",1,"Hyporhamphus quoyi","","Hyporhamphus quoyi : Hemiramphidae : Beloniformes : Actinopterygii : Chordata","","","Beloniformes","Hemiramphidae","Hemiramphinae",,"Pacific","","","","Luzon","","Philippines","Manila","","Manila, Philippine Islands","","","Mearns, E. A.","","","","","","","","","",,,"","000000","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/36d826ce5-8744-46f7-a80a-695d7f7157de"
"58032","Specimen/Lot","",3,"Leptoscarus vaigiensis","Leptoscarus vaigiensis","Leptoscarus vaigiensis : Scaridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Scaridae","Sparisomatinae","Aug 1906 (1906 Aug 00 - 0000 00 00)","Pacific","","Philippine Archipelago","","","","Philippines","","","Zamboanga, Philippine Islands","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3ac4bfbce-1513-4b41-947d-e883550538e9"
"58033","Specimen/Lot","",2,"Leptoscarus vaigiensis","Leptoscarus vaigiensis","Leptoscarus vaigiensis : Scaridae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Scaridae","Sparisomatinae","Aug 1906 (1906 Aug 00 - 0000 00 00)","Pacific","","Philippine Archipelago","","","","Philippines","","","Zamboanga, Philippine Islands","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3d082e01d-04f6-4863-8150-10ea0f4110d7"
"58020","Specimen/Lot","",3,"Lethrinus","","Lethrinus : Lethrinidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Lethrinidae","",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"161-225 mm sl","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3425e00b5-447d-4056-8588-7ddd1454e1d4"
"55629","Specimen/Lot","",1,"Lethrinus","","Lethrinus : Lethrinidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Lethrinidae","",,"Pacific","","","","","","Philippines","","","Jolo, P.I.","","","Mearns, E. A.","","","","","","","","","",,,"183 mm sl","000000","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3ad6a330c-9176-4519-b5cb-ebd73ddcbfed"
"55628","Specimen/Lot","",1,"Lethrinus atkinsoni","","Lethrinus atkinsoni : Lethrinidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Lethrinidae","",,"Pacific","","","","","","Philippines","","","Jolo, P.I.","","","Mearns, E. A.","","","","","","","","","",,,"Lot found in jar with 58015 but no distinction between which is which usnm #. det. by k.e. carpenter oct/1998.","000000","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3fc2fc459-8543-4062-b65e-a0fb0f1e48fb"
"58015","Specimen/Lot","",2,"Lethrinus atkinsoni","","Lethrinus atkinsoni : Lethrinidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Lethrinidae","","1904 (1904 00 00 - 0000 00 00)","Pacific","","","","Mindanao","","Philippines","","","Phiippine Islands: Zamboanga, Mindanao","","","Mearns, E. A.","","","","","","","","","",,,"Lot found in jar with 55628 but no distinction between which is which usnm #. det. by k.e. carpenter oct/1998.","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3e6fbbafc-8080-457e-b9cd-8c53ed1c57d6"
"58018","Specimen/Lot","",2,"Lethrinus harak","","Lethrinus harak : Lethrinidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Lethrinidae","",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/390c76981-0fec-47db-9e41-f596823a7b32"
"57960","Specimen/Lot","",1,"Lethrinus harak","","Lethrinus harak : Lethrinidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Lethrinidae","",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/35e887190-1b7a-41f1-aa06-8806d5d3c8bc"
"58022","Specimen/Lot","",2,"Lethrinus olivaceus","","Lethrinus olivaceus : Lethrinidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Lethrinidae","","1904 (1904 00 00 - 0000 00 00)","Pacific","","","","Mindanao","","Philippines","","","Phiippine Islands: Zamboanga, Mindanao","","","Mearns, E. A.","","","","","","","","","",,,"185 and 210 mm sl. det. by k.e. carpenter oct/1998. date coll. is not definite.","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/36459b1d0-8875-48f7-9e42-710fe8174aed"
"58017","Specimen/Lot","",1,"Lethrinus ornatus","","Lethrinus ornatus : Lethrinidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Lethrinidae","",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"243 mm sl","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/36940d653-57c9-4b12-801e-6777cdb2fce6"
"89264","Specimen/Lot","",1,"Lutjanus argentimaculatus","","Lutjanus argentimaculatus : Lutjanidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Lutjanidae","Lutjnaninae",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"Tag in jar states, ""with USNM 57918.""","046983","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/37891a47d-88aa-46d1-b5de-62b2766e1f78"
"57956","Specimen/Lot","",3,"Lutjanus ehrenbergii","","Lutjanus ehrenbergii : Lutjanidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Lutjanidae","Lutjaninae",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3e68a8657-9cb4-43c6-b408-4c36151c2efb"
"57978","Specimen/Lot","",6,"Lutjanus fulviflamma","","Lutjanus fulviflamma : Lutjanidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Lutjanidae","Lutjaninae",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/369b1529b-c64b-4784-a9ac-c8192c2c7f31"
"57902","Specimen/Lot","",4,"Lutjanus fulvus","","Lutjanus fulvus : Lutjanidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Lutjanidae","Lutjaninae",,"Pacific","","","","","","Philippines","","","Philippine Islands","","","Mearns, E. A.","","","","","","","","","",,,"","046983","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3c27ad625-7333-4957-b8f6-ef1c7f2842f1"
"57957","Specimen/Lot","",2,"Lutjanus fulvus","Lutjanus vaigiensis","Lutjanus fulvus : Lutjanidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Lutjanidae","Lutjaninae",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/338e127b1-f55e-4b01-8c54-6efff3b9eee9"
"58024","Specimen/Lot","",2,"Lutjanus gibbus","","Lutjanus gibbus : Lutjanidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Lutjanidae","Lutjaninae",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3ab0a7286-d59c-4e35-a6be-e7db2be63040"
"58026","Specimen/Lot","",2,"Lutjanus kasmira","","Lutjanus kasmira : Lutjanidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Lutjanidae","Lutjaninae",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/347c5a1b7-37e9-438b-b6c7-9ff52e7a6c94"
"57904","Specimen/Lot","",2,"Lutjanus monostigma","","Lutjanus monostigma : Lutjanidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Lutjanidae","Lutjaninae",,"Pacific","","","","","","Philippines","","","Philippine Islands","","","Mearns, E. A.","","","","","","","","","",,,"","046983","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/36abeb455-be74-4c99-9154-99334c3e8953"
"57918","Specimen/Lot","",3,"Lutjanus rivulatus","","Lutjanus rivulatus : Lutjanidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Lutjanidae","Lutjaninae",,"Pacific","","","","","","Philippines","","","Philippine Islands","","","Mearns, E. A.","","","","","","","","","",,,"Ledger states 4 specimnes, but htere are only 3 in the jar.","046983","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/3fa0b3543-10ee-4151-81fa-561d669f6151"
"57955","Specimen/Lot","",4,"Lutjanus rivulatus","","Lutjanus rivulatus : Lutjanidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Lutjanidae","Lutjaninae",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/35b43ee43-4a0b-4566-be05-649084fb61a6"
"58023","Specimen/Lot","",2,"Lutjanus rufolineatus","","Lutjanus rufolineatus : Lutjanidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Lutjanidae","Lutjaninae",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/346e0551f-1222-434d-a9ef-3ff7fd07d65e"
"58019","Specimen/Lot","",2,"Lutjanus sebae","","Lutjanus sebae : Lutjanidae : Perciformes : Actinopterygii : Chordata","","","Perciformes","Lutjanidae","Lutjaninae",,"Pacific","","","","","","Philippines","","","Zamboanga, Philippines","","","Mearns, E. A.","","","","","","","","","",,,"","046985","","","","","","","","","13 May 2019 18:49:00","http://n2t.net/ark:/65665/38c7ae2bb-6c7b-4ea7-bacc-2112c9a70547"
