Museum,Catalog Number - USNM,Special Collections,Class,Order,Family,Genus species,Other Identifications,Name Hierarchy,Type Status,Type Citations,Taxonomic Notes,Country,Province/State,District/County,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Expedition/Project,Field Number(s),Date Collected,Preparation Details (Preparation:Remarks),Inventory Status,Status Remarks,Genetic Sample Type,Biorepository Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
"NMNH","37882","Specimen","Reptilia","Squamata","Scincidae","Sphenomorphus steerei","","Sphenomorphus steerei : Scincidae : Squamata : Reptilia : Chordata","","","","Philippines","Mindoro Island","Oriental Mindoro","Mt. Halcon","","","","Philippine Expedition, 1907-09","NO FIELD NUMBER","Nov 1906","Ethanol","Presence not verified","","","","","","","","","02 Oct 2018 14:06:00","http://n2t.net/ark:/65665/3599e26fa-4d1a-494a-935c-e47d7c283f05"
"NMNH","34776","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","3 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/3d499be59-1217-47d7-bdd3-43949df9a08b"
"NMNH","34921","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/3b9c3b89d-7353-4b91-beb9-fefdc7dc1e4e"
"NMNH","34923","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/398dab6bd-58d5-4f83-ba3c-afd0f3a1beca"
"NMNH","34926","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/3be0344de-bb54-4ee0-b3da-d34dabd73d3c"
"NMNH","34929","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/35589c293-34bb-4fbf-a914-72c91192794c"
"NMNH","34930","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/307af0046-f62f-468c-bb73-0508ac9dd294"
"NMNH","34931","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/32f810449-061c-4298-9972-d4ea1af4edf3"
"NMNH","34932","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/3fe529e31-263e-4237-8e41-45ef5a3e2317"
"NMNH","34933","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/39f8d1c2d-b0bd-400f-a860-c306015d0128"
"NMNH","34934","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/3d3078789-3e83-47ab-b9d5-08011b1fa5f0"
"NMNH","34935","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/3c7e383a2-5c6f-4451-b3e9-ea550dae2430"
"NMNH","34936","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/363c8f331-1a2d-426c-810d-41830ef2f559"
"NMNH","34937","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/39248e85a-0994-4ebd-aae0-e63590109fe3"
"NMNH","34951","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/3b6e4bc4b-78ff-4532-a643-07979a55af6e"
"NMNH","34969","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/3162c6eff-a3f4-4aeb-801a-71c62feff3c1"
"NMNH","34973","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/3f247f42f-4711-4811-abcc-fa284352d259"
"NMNH","34773","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","3 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/3c7e86e82-27a9-4867-8f62-ce7efe33bd31"
"NMNH","34774","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","3 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/3c38c4b42-6573-4ee1-9bc2-cef099a9cd09"
"NMNH","34785","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/37983cfe0-2505-495a-a0bb-860dffc25970"
"NMNH","34920","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/3cb49b1f0-4595-4fd6-8eb5-7c6d0847a176"
"NMNH","34922","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/38a80506b-83ac-403e-9b04-0d2f8d11ddaa"
"NMNH","34924","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/36fa44dbf-b689-4e85-8f38-9a6bf2806d66"
"NMNH","34928","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/3b3d56949-563e-473d-8386-21670aea45ba"
"NMNH","34940","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/390955dee-5836-4f98-a5ce-25d4c1fdb8e6"
"NMNH","34954","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/34a60bc58-d52b-4578-a29b-8618090bf621"
"NMNH","34957","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/329bef1f9-607b-48ec-b44e-72919706f8cf"
"NMNH","34985","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/354fd2233-7764-42f8-8422-51a98b902db6"
"NMNH","34997","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:10:00","http://n2t.net/ark:/65665/3481dcf0d-8b82-4d66-9910-9070c6752f7b"
"NMNH","35001","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:10:00","http://n2t.net/ark:/65665/3795a5f1e-a5b2-48d9-9ee7-59cb5a3ee28d"
"NMNH","35004","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:10:00","http://n2t.net/ark:/65665/3ce9ebac5-0a9e-4f4e-a559-86b409b54762"
"NMNH","35005","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:10:00","http://n2t.net/ark:/65665/33d8b16c2-7d83-4e10-9c8c-75ab56c9b58d"
"NMNH","35006","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:10:00","http://n2t.net/ark:/65665/399a0e395-c7a3-4da1-b3b3-87d13c8bbd48"
"NMNH","35007","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:07:00","http://n2t.net/ark:/65665/3ba6b6f2b-d287-4ca0-8cd3-7b49180c61bd"
"NMNH","35008","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:26:00","http://n2t.net/ark:/65665/302d09fa2-1c67-4c53-9e34-634df8fbe873"
"NMNH","35009","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:27:00","http://n2t.net/ark:/65665/315e84c32-f657-48ba-a3a7-c503c6fbcddd"
"NMNH","35010","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:27:00","http://n2t.net/ark:/65665/3244f1d00-2039-4287-b8b7-0df4301368f7"
"NMNH","35014","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:07:00","http://n2t.net/ark:/65665/3fbab17f7-b982-4787-a1fe-2cce243e62b9"
"NMNH","35018","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:07:00","http://n2t.net/ark:/65665/3fa534d70-c737-46f5-99e7-71ea185bc25a"
"NMNH","35026","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:27:00","http://n2t.net/ark:/65665/31911d414-1fd6-4c66-9d88-1b90880b177b"
"NMNH","35028","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:07:00","http://n2t.net/ark:/65665/3ec0cf6a9-e7a1-4230-87f9-7abbce47b120"
"NMNH","35032","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:27:00","http://n2t.net/ark:/65665/335eeaa89-437a-4d91-9c24-42c0d42d9acb"
"NMNH","35036","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:07:00","http://n2t.net/ark:/65665/30c933ae8-53be-472a-a991-c144352d1316"
"NMNH","35039","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:27:00","http://n2t.net/ark:/65665/377a71309-8525-4794-a527-d2fb7bf980d9"
"NMNH","35040","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:27:00","http://n2t.net/ark:/65665/3d5fd1405-d9de-4e44-8d85-a3098f945e5c"
"NMNH","35041","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:27:00","http://n2t.net/ark:/65665/3632b6a08-4c10-4fba-9a9c-4c0b9d8bd0c6"
"NMNH","35042","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:27:00","http://n2t.net/ark:/65665/398cd86af-2ccf-4c34-b116-619c40e8554c"
"NMNH","35043","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:27:00","http://n2t.net/ark:/65665/38071a050-ec7e-4d28-9694-12f851fdbe2b"
"NMNH","35044","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:07:00","http://n2t.net/ark:/65665/38df326eb-4cfc-438c-a085-babc1aa78caa"
"NMNH","35045","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:27:00","http://n2t.net/ark:/65665/3c5871643-6bc6-4858-a6ec-1ab354f45bef"
"NMNH","35046","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:27:00","http://n2t.net/ark:/65665/3b3f7dd13-ebef-4471-be48-4c34d1323a69"
"NMNH","35047","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:27:00","http://n2t.net/ark:/65665/3d33e6d38-31e2-45ac-b4bd-3fcfac0aab36"
"NMNH","35048","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:27:00","http://n2t.net/ark:/65665/3d6542f6c-984c-43d5-95df-e2c65a62cd29"
"NMNH","35049","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:27:00","http://n2t.net/ark:/65665/3c85aa747-49e3-4b84-b053-3663d19b5a61"
"NMNH","35065","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:27:00","http://n2t.net/ark:/65665/3573bb3b6-446c-4770-b1f9-f36f246ebf97"
"NMNH","35083","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:08:00","http://n2t.net/ark:/65665/38a9dcba3-8c9f-4512-bbb9-f2ea9b48ed0d"
"NMNH","35086","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:27:00","http://n2t.net/ark:/65665/3e82bcdb6-0b60-4203-a6ee-37605a676665"
"NMNH","35087","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:08:00","http://n2t.net/ark:/65665/3aa3d1fa6-3f6d-485b-a00a-536f1cdd4e02"
"NMNH","35088","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:27:00","http://n2t.net/ark:/65665/3e5dc2d09-3be9-435f-94b9-6ad515243c0b"
"NMNH","35089","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:27:00","http://n2t.net/ark:/65665/3a2fe41be-fd2e-4268-b509-bc39a413c32a"
"NMNH","35090","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:27:00","http://n2t.net/ark:/65665/39568166a-566d-4298-b7a0-f4ed5a81bfc7"
"NMNH","35091","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:27:00","http://n2t.net/ark:/65665/3626d71dd-741d-434b-804a-4d3f1bbbff0c"
"NMNH","35092","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:27:00","http://n2t.net/ark:/65665/3b03c2b9f-1cd9-46e2-9800-2b2bbf6b08b0"
"NMNH","35093","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:08:00","http://n2t.net/ark:/65665/34d529b5b-4a54-447c-bf98-39c7df6bcb0d"
"NMNH","35094","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:08:00","http://n2t.net/ark:/65665/3eab7a581-7831-4641-aed1-9ad25f12d7f6"
"NMNH","35097","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:08:00","http://n2t.net/ark:/65665/36f61bb7f-be75-47bf-930b-9bf9e8e5be0d"
"NMNH","35111","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:25:00","http://n2t.net/ark:/65665/3b9afeb7c-f037-4302-9f05-ad23ecd0b04c"
"NMNH","35116","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:25:00","http://n2t.net/ark:/65665/373924e17-992b-49ac-aee3-f8f4a9290672"
"NMNH","35119","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:25:00","http://n2t.net/ark:/65665/334af440e-cd89-4f2c-a423-66bd9fca3242"
"NMNH","35123","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:25:00","http://n2t.net/ark:/65665/372f77d80-9e43-4ce3-9bba-07d23e99f483"
"NMNH","35149","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:25:00","http://n2t.net/ark:/65665/387e57ff8-94a7-4923-bebe-fc0bc2d5db83"
"NMNH","35150","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:08:00","http://n2t.net/ark:/65665/31b37d365-9b52-4f57-9778-56b8d8cb5b24"
"NMNH","35151","Specimen","Amphibia","Anura","Ranidae","Staurois natator","","Staurois natator : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo, between Todaya and camp","","","","","No Field Number","13 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 14:25:00","http://n2t.net/ark:/65665/36817b5dc-7b56-4dda-ba2d-9c6f4d25590f"
