Museum,Catalog Number - USNM,Special Collections,Class,Order,Family,Genus species,Other Identifications,Name Hierarchy,Type Status,Type Citations,Taxonomic Notes,Country,Province/State,District/County,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Expedition/Project,Field Number(s),Date Collected,Preparation Details (Preparation:Remarks),Inventory Status,Status Remarks,Genetic Sample Type,Biorepository Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
"NMNH","37879","Specimen","Reptilia","Squamata","Agamidae","Gonocephalus sophiae","","Gonocephalus sophiae : Agamidae : Squamata : Reptilia : Chordata","","","","Philippines","Mindoro","","Mt. Halcon","","","","Philippine Expedition, 1907-09","133","Nov 1906","Ethanol","Presence not verified","","","","","","","","","02 Oct 2018 13:19:00","http://n2t.net/ark:/65665/325d11717-ac52-4301-8eb9-80483aa9f580"
"NMNH","37880","Specimen","Reptilia","Squamata","Agamidae","Gonocephalus sophiae","","Gonocephalus sophiae : Agamidae : Squamata : Reptilia : Chordata","","","","Philippines","Mindoro","","Mt. Halcon","","","","Philippine Expedition, 1907-09","75","Nov 1906","Ethanol","Presence not verified","","","","","","","","","02 Oct 2018 13:19:00","http://n2t.net/ark:/65665/335725faa-2920-46cc-8392-1f89667f3de4"
"NMNH","34759","Specimen","Reptilia","Squamata","Gekkoninae","Hemidactylus frenatus","","Hemidactylus frenatus : Gekkoninae : Squamata : Reptilia : Chordata","","","","Philippines","","","Cagayan Id. Sulu Ids. (= Cagayan Sulu Island ?)","","","","","988","26 Feb 1904","Ethanol","Presence not verified","","","","","","","","","02 Oct 2018 13:21:00","http://n2t.net/ark:/65665/3552f678f-139c-4f11-b81c-6ad5f4e46865"
"NMNH","34758","Specimen","Reptilia","Squamata","Gekkoninae","Hemidactylus frenatus","","Hemidactylus frenatus : Gekkoninae : Squamata : Reptilia : Chordata","","","","Philippines","","","Cagayan Id. Sulu Ids. (= Cagayan Sulu Island ?)","","","","","987","26 Feb 1904","Ethanol","Presence not verified","","","","","","","","","02 Oct 2018 13:21:00","http://n2t.net/ark:/65665/37f93ad0f-e861-46a7-8609-f50c24c3fc1b"
"NMNH","37878","Specimen","Reptilia","Squamata","Gekkoninae","Hemidactylus frenatus","","Hemidactylus frenatus : Gekkoninae : Squamata : Reptilia : Chordata","","","","Philippines","Luzon Island","","Camp Wallace","","","","Philippine Expedition, 1907-09","No Field Number",,"Ethanol","Presence not verified","","","","","","","","","02 Oct 2018 14:06:00","http://n2t.net/ark:/65665/37fcaae56-33ef-4c08-bea3-9e333ece8e34"
"NMNH","37431","Specimen","Reptilia","Squamata","Hydrophiidae","Hydrophis cyanocinctus","","Hydrophis cyanocinctus : Hydrophiidae : Squamata : Reptilia : Chordata","","","","Philippines","Sulu Island","","Sulu Island, 5 mi off","","","","","979","8 Jan 1906","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:14:00","http://n2t.net/ark:/65665/33f0ceacc-f549-47fa-9e02-00082f223286"
"NMNH","36992","Specimen","Reptilia","Squamata","Agamidae","Hydrosaurus pustulatus","","Hydrosaurus pustulatus : Agamidae : Squamata : Reptilia : Chordata","","","","Philippines","Basilan Island","","No Further Locality Data","","","","","No Field Number","31 Jan 1906","Dry:whole skin, stuffed","In collection","","","","","","","","","02 Oct 2018 14:12:00","http://n2t.net/ark:/65665/3f41c6b95-2800-438c-8c1e-f063b0dfafd6"
"NMNH","37378","Specimen","Reptilia","Squamata","Agamidae","Hydrosaurus pustulatus","","Hydrosaurus pustulatus : Agamidae : Squamata : Reptilia : Chordata","","","","Philippines","Basilan Island","","No Further Locality Data","","","","","946","13 Feb 1906 to 22 Feb 1906 (13-22 February 1906.)","Ethanol","Presence not verified","","","","","","","","","02 Oct 2018 14:06:00","http://n2t.net/ark:/65665/3931f3f47-74aa-4686-a3bd-7b5c3a4e09a3"
"NMNH","37434","Specimen","Reptilia","Squamata","Agamidae","Hydrosaurus pustulatus","","Hydrosaurus pustulatus : Agamidae : Squamata : Reptilia : Chordata","","","","Philippines","Mindanao Island","","Zamboanga","","","","","961","27 Apr 1906","Dry:whole skin (stuffed)","In collection","","","","","","","","","02 Oct 2018 14:12:00","http://n2t.net/ark:/65665/39751e004-4164-48ae-b796-38ebf5ca25ad"
"NMNH","37433","Specimen","Reptilia","Squamata","Agamidae","Hydrosaurus pustulatus","","Hydrosaurus pustulatus : Agamidae : Squamata : Reptilia : Chordata","","","","Philippines","Mindanao Island","","Zamboanga","","","","","983","27 Apr 1906","Dry:whole skin (stuffed)","In collection","","","","","","","","","02 Oct 2018 14:12:00","http://n2t.net/ark:/65665/309b6619b-dd17-4786-8e98-595cca87a958"
"NMNH","34893","Specimen","Amphibia","Anura","Ranidae","Hylarana grandocula","Rana grandocula","Hylarana grandocula : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/30a73db43-c243-4e51-9cb3-eb38f18b2b1a"
"NMNH","34897","Specimen","Amphibia","Anura","Ranidae","Hylarana grandocula","Rana grandocula","Hylarana grandocula : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/3e62cad21-2b1d-4484-97ac-c9b9ce8d2cef"
"NMNH","34909","Specimen","Amphibia","Anura","Ranidae","Hylarana grandocula","Rana grandocula","Hylarana grandocula : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/3a5f310d3-4675-4d8c-be4e-20042520033c"
"NMNH","34772","Specimen","Amphibia","Anura","Ranidae","Hylarana grandocula","Rana grandocula","Hylarana grandocula : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/37ac0a6b4-0ec5-4a62-ae02-91edee16a995"
"NMNH","34895","Specimen","Amphibia","Anura","Ranidae","Hylarana grandocula","Rana grandocula","Hylarana grandocula : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/3a3ccbb04-caff-4358-ad8e-fb524d062e0a"
"NMNH","34900","Specimen","Amphibia","Anura","Ranidae","Hylarana grandocula","Rana grandocula","Hylarana grandocula : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/3e3817564-d98f-462b-9074-7aee5f8b3026"
"NMNH","34902","Specimen","Amphibia","Anura","Ranidae","Hylarana grandocula","Rana grandocula","Hylarana grandocula : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/3c7f7cbb0-b9ea-46a8-a97a-2a1316f6b89f"
"NMNH","34904","Specimen","Amphibia","Anura","Ranidae","Hylarana grandocula","Rana grandocula","Hylarana grandocula : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/34cac83fd-54e0-46d0-a2b5-26ce56c354de"
"NMNH","34907","Specimen","Amphibia","Anura","Ranidae","Hylarana grandocula","Rana grandocula","Hylarana grandocula : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/3f2f534df-3649-4569-a656-2dcbd5f57fa4"
"NMNH","34915","Specimen","Amphibia","Anura","Ranidae","Hylarana grandocula","Rana grandocula","Hylarana grandocula : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/3c4d378cf-72ac-44ec-8192-aa3bc9a9eff2"
"NMNH","34917","Specimen","Amphibia","Anura","Ranidae","Hylarana grandocula","Rana grandocula","Hylarana grandocula : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/3f9378598-2a78-4256-9a90-88e2ea6816fd"
"NMNH","34919","Specimen","Amphibia","Anura","Ranidae","Hylarana grandocula","Rana grandocula","Hylarana grandocula : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/351931b19-f32c-4b65-94b7-84e2bcd76533"
"NMNH","34896","Specimen","Amphibia","Anura","Ranidae","Hylarana grandocula","Rana grandocula","Hylarana grandocula : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/319d98156-0444-4a71-9f5c-50760816cfcb"
"NMNH","34898","Specimen","Amphibia","Anura","Ranidae","Hylarana grandocula","Rana grandocula","Hylarana grandocula : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/30983c489-8c05-4f70-b095-d055000113a0"
"NMNH","34899","Specimen","Amphibia","Anura","Ranidae","Hylarana grandocula","Rana grandocula","Hylarana grandocula : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/3cbfc9b9a-4ef2-4186-a340-a3924e7071f8"
"NMNH","34903","Specimen","Amphibia","Anura","Ranidae","Hylarana grandocula","Rana grandocula","Hylarana grandocula : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/3aa7bca27-6d2a-4253-bdb1-92669818e6b8"
"NMNH","34906","Specimen","Amphibia","Anura","Ranidae","Hylarana grandocula","Rana grandocula","Hylarana grandocula : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/3f3acd5bf-8ee7-45e4-ade6-d188e9ad5229"
"NMNH","34910","Specimen","Amphibia","Anura","Ranidae","Hylarana grandocula","Rana grandocula","Hylarana grandocula : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/3848e5edf-c4a0-4fbd-8562-ee7c3dfb7270"
"NMNH","34889","Specimen","Amphibia","Anura","Ranidae","Hylarana grandocula","Rana grandocula","Hylarana grandocula : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","",1067,"","2","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/3aaad3876-c1fd-4eee-976f-7a44f3f9c2fa"
"NMNH","34890","Specimen","Amphibia","Anura","Ranidae","Hylarana grandocula","Rana grandocula","Hylarana grandocula : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/3d0d02ddb-ba51-4723-acc9-768acb6ca438"
"NMNH","34891","Specimen","Amphibia","Anura","Ranidae","Hylarana grandocula","Rana grandocula","Hylarana grandocula : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/396a775aa-ae99-4776-907e-9316bd4479d9"
"NMNH","34892","Specimen","Amphibia","Anura","Ranidae","Hylarana grandocula","Rana grandocula","Hylarana grandocula : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/3dbf4a453-a873-461a-a6c4-1e550ecbf862"
"NMNH","34894","Specimen","Amphibia","Anura","Ranidae","Hylarana grandocula","Rana grandocula","Hylarana grandocula : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/3036bba0c-fd8f-4961-ab42-c7bf7ce323e3"
"NMNH","34908","Specimen","Amphibia","Anura","Ranidae","Hylarana grandocula","Rana grandocula","Hylarana grandocula : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/3fed35ea8-9277-4e96-9146-616b024be1a2"
"NMNH","34911","Specimen","Amphibia","Anura","Ranidae","Hylarana grandocula","Rana grandocula","Hylarana grandocula : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/3bdf012a8-8e27-4802-8cf3-8add71b09904"
"NMNH","34912","Specimen","Amphibia","Anura","Ranidae","Hylarana grandocula","Rana grandocula","Hylarana grandocula : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/3a993f5a0-5618-4a14-ac28-543961760797"
"NMNH","34913","Specimen","Amphibia","Anura","Ranidae","Hylarana grandocula","Rana grandocula","Hylarana grandocula : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/330b587e8-6761-4059-adbc-a1134e4e3f43"
"NMNH","34914","Specimen","Amphibia","Anura","Ranidae","Hylarana grandocula","Rana grandocula","Hylarana grandocula : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/36d138627-2805-4b4b-9a44-315e73c4abab"
"NMNH","34916","Specimen","Amphibia","Anura","Ranidae","Hylarana grandocula","Rana grandocula","Hylarana grandocula : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/3d25ce817-20ef-46a7-b860-7c92dc327dae"
"NMNH","35251","Specimen","Amphibia","Anura","Ranidae","Hylarana grandocula","Rana grandocula","Hylarana grandocula : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","Davao Del Sur","Mount Apo, Todaya","","","1219 - 1829","","No Field Number","17 Jun 1904 to 10 Jul 1904 (17 June - 10 July 1904.)","Ethanol","Presence not verified","","","","","","","","","02 Oct 2018 14:27:00","http://n2t.net/ark:/65665/3c437bf07-add6-4cf7-9b11-9a77ef6f7800"
"NMNH","34918","Specimen","Amphibia","Anura","Ranidae","Hylarana grandocula","Rana grandocula","Hylarana grandocula : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number","1 Jul 1904","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/30e56b1fc-438f-4377-a6c1-319bc76d813a"
"NMNH","35262","Specimen","Amphibia","Anura","Ranidae","Hylarana grandocula","Rana grandocula","Hylarana grandocula : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","Davao Oriental","Baganga River, East Coast Range Mountains","","","305 - 1524","","No Field Number","28 Apr 1904 to 7 May 1904 (28 April - 07 May 1904.)","Ethanol:head separate from body","Presence not verified","","","","","","","","","02 Oct 2018 14:27:00","http://n2t.net/ark:/65665/3d7b0a532-edbc-48c8-8876-8016738c379f"
"NMNH","37400","Specimen","Amphibia","Anura","Ranidae","Hylarana grandocula","Rana grandocula","Hylarana grandocula : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","Misamis Occidental","Catagan, base of Mt. Malindang, Datu Anib's place","","",335,"","11","24 May 1906","Ethanol","Presence not verified","","","","","","","","","02 Oct 2018 13:08:00","http://n2t.net/ark:/65665/35d083a65-60cc-425b-8c5e-e05e7978b21a"
"NMNH","37401","Specimen","Amphibia","Anura","Ranidae","Hylarana grandocula","Rana grandocula","Hylarana grandocula : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","Misamis Occidental","Catagan, base of Mt. Malindang, Datu Anib's place","","",335,"","16","25 May 1906","Ethanol","Presence not verified","","","","","","","","","02 Oct 2018 13:08:00","http://n2t.net/ark:/65665/364022719-d41a-49cb-8985-27d6e87ffd95"
"NMNH","38047","Specimen","Amphibia","Anura","Ranidae","Hylarana luzonensis","Rana luzonensis; Sanguirana luzonensis","Hylarana luzonensis : Ranidae : Anura : Amphibia : Chordata","","","","Philippines","Luzon Island","Benguet Province","Haights-in-the-Oaks","","","","","No Field Number","1 Jul 1907","Ethanol","Presence not verified","","","","","","","","","02 Oct 2018 14:27:00","http://n2t.net/ark:/65665/323d02329-6bef-418e-855f-1d4158616b18"
"NMNH","37375","Specimen; Type","Amphibia","Anura","Microhylidae","Kalophrynus sinensis","Kalophrynus pleurostigma; Kalophrynus stellatus","Kalophrynus sinensis : Microhylidae : Anura : Amphibia : Chordata","Holotype","Stejneger, L. 1908. Proc. U. S. Nat. Mus. 33: 575.","","Philippines","Basilan Island","","No Further Locality Data","","","","","948","13 Feb 1906 to 22 Feb 1906 (13-22 February 1906)","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:19:00","http://n2t.net/ark:/65665/32a8d65cd-6974-4d9c-96b2-b80f0090e818"
"NMNH","37374","Specimen","Amphibia","Anura","Microhylidae","Kalophrynus sinensis","Kalophrynus pleurostigma; Kalophrynus stellatus","Kalophrynus sinensis : Microhylidae : Anura : Amphibia : Chordata","","","","Philippines","Basilan Island","","No Further Locality Data","","","","","948","13 Feb 1906 to 22 Feb 1906 (13-22 February 1906)","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:19:00","http://n2t.net/ark:/65665/361549778-6894-40d3-85d6-f9896aade99f"
"NMNH","34783","Specimen","Amphibia","Anura","Microhylidae","Kaloula picta","","Kaloula picta : Microhylidae : Anura : Amphibia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","Presence not verified","","","","","","","","","02 Oct 2018 13:09:00","http://n2t.net/ark:/65665/3a7fb7ab8-025d-42a5-89c0-6083ddba5e69"
"NMNH","36472","Specimen","Amphibia","Anura","Microhylidae","Kaloula picta","","Kaloula picta : Microhylidae : Anura : Amphibia : Chordata","","","","Philippines","Luzon Island","National Capital Region","Manila","","","","","No Field Number",,"Ethanol","Presence not verified","","","","","","","","","26 Aug 2014 14:50:00","http://n2t.net/ark:/65665/3236e82b7-73df-4d85-9d21-cf4fe1a0ae27"
"NMNH","37895","Specimen","Amphibia","Anura","Microhylidae","Kaloula picta","","Kaloula picta : Microhylidae : Anura : Amphibia : Chordata","","","","Philippines","Luzon Island","","Camp Wallace","","","","Philippine Expedition, 1907-09","NO FIELD NUMBER","Mar 1907","Ethanol","Presence not verified","","","","","","","","","02 Oct 2018 13:08:00","http://n2t.net/ark:/65665/34be767b9-050e-44e3-b4c8-254d47903a98"
"NMNH","37888","Specimen","Amphibia","Anura","Microhylidae","Kaloula picta","","Kaloula picta : Microhylidae : Anura : Amphibia : Chordata","","","","Philippines","Luzon Island","","Camp Wallace","","","","Philippine Expedition, 1907-09","NO FIELD NUMBER",,"Ethanol","Presence not verified","","","","","","","","","02 Oct 2018 13:08:00","http://n2t.net/ark:/65665/372448f6c-5e98-474a-bd97-596750ff008b"
"NMNH","37896","Specimen","Amphibia","Anura","Microhylidae","Kaloula picta","","Kaloula picta : Microhylidae : Anura : Amphibia : Chordata","","","","Philippines","","","No Further Locality Data","","","","Philippine Expedition, 1907-09","NO FIELD NUMBER","Mar 1907","Ethanol","Presence not verified","","","","","","","","","02 Oct 2018 13:08:00","http://n2t.net/ark:/65665/38beb7f3d-b1fc-4169-9257-0e35a0dc483e"
"NMNH","34765","Specimen","Reptilia","Squamata","Scincidae","Lamprolepis smaragdina","","Lamprolepis smaragdina : Scincidae : Squamata : Reptilia : Chordata","","","","Philippines","Basilan Island","","No Further Locality Data","","","","","999","26 Jan 1904","Ethanol","Presence not verified","","","","","","","","","02 Oct 2018 13:47:00","http://n2t.net/ark:/65665/3a2155bb6-d07d-4bfa-9667-5c5571a7b95c"
"NMNH","34741","Specimen","Reptilia","Squamata","Scincidae","Lamprolepis smaragdina","","Lamprolepis smaragdina : Scincidae : Squamata : Reptilia : Chordata","","","","Philippines","Mindanao Island","","","","","","","",,"Ethanol","Presence not verified","","","","","","","","","02 Oct 2018 13:21:00","http://n2t.net/ark:/65665/3df787e6b-732a-4637-9ba5-cfcdc80aa7cf"
"NMNH","34764","Specimen","Reptilia","Squamata","Scincidae","Lamprolepis smaragdina","","Lamprolepis smaragdina : Scincidae : Squamata : Reptilia : Chordata","","","","Philippines","Basilan Island","","No Further Locality Data","","","","","994","26 Jan 1904","Ethanol","Presence not verified","","","","","","","","","02 Oct 2018 13:47:00","http://n2t.net/ark:/65665/37f4bcafd-f092-411c-85d8-71b186d32323"
"NMNH","37404","Specimen","Reptilia","Squamata","Scincidae","Lamprolepis smaragdina","","Lamprolepis smaragdina : Scincidae : Squamata : Reptilia : Chordata","","","","Philippines","Basilan Island","","Isabela, near","","","","","927","21 Feb 1906","Ethanol","Presence not verified","","","","","","","","","02 Oct 2018 14:06:00","http://n2t.net/ark:/65665/3af4d52c9-137f-4bb7-8d57-50d83ae62db9"
"NMNH","37405","Specimen","Reptilia","Squamata","Scincidae","Lamprolepis smaragdina","","Lamprolepis smaragdina : Scincidae : Squamata : Reptilia : Chordata","","","","Philippines","Mindanao Island","","Zamboanga","","","","","NO FIELD NUMBER","27 Apr 1906","Ethanol","Presence not verified","","","","","","","","","02 Oct 2018 14:06:00","http://n2t.net/ark:/65665/390ceb7e3-1c1f-43d0-8344-e6e25fc0f873"
"NMNH","37379","Specimen","Reptilia","Squamata","Scincidae","Lamprolepis smaragdina","","Lamprolepis smaragdina : Scincidae : Squamata : Reptilia : Chordata","","","","Philippines","Basilan Island","","No Further Locality Data","","","","","946","13 Feb 1906 to 22 Feb 1906 (13-22 February 1906)","Ethanol","Presence not verified","","","","","","","","","02 Oct 2018 14:06:00","http://n2t.net/ark:/65665/39ff84c3c-51fa-422d-99bb-ada84013a315"
"NMNH","37437","Specimen","Reptilia","Squamata","Laticaudidae","Laticauda colubrina","","Laticauda colubrina : Laticaudidae : Squamata : Reptilia : Chordata","","","","Philippines","Mindanao Island","Zamboanga Del Sur","Zamboanga","","","","","No Field Number","10 Jul 1906","Ethanol:skin","In collection","","","","","","","","","02 Oct 2018 13:15:00","http://n2t.net/ark:/65665/3b7d5de30-5c9c-4b2f-8375-404e6b56a1d6"
"NMNH","37376","Specimen","Reptilia","Squamata","Laticaudidae","Laticauda colubrina","","Laticauda colubrina : Laticaudidae : Squamata : Reptilia : Chordata","","","","Philippines","","","SIASOI ISLAND, 5 MI OFF (?) (= SIASI ISLAND ?)","","","","","6661",,"Ethanol:head + tail","In collection","","","","","","","","","02 Oct 2018 13:15:00","http://n2t.net/ark:/65665/3155bb152-3c2b-4944-9c19-e1bcc3e93007"
"NMNH","37360","Specimen","Reptilia","Squamata","Laticaudidae","Laticauda semifasciata","","Laticauda semifasciata : Laticaudidae : Squamata : Reptilia : Chordata","","","","Philippines","Sulu Island","","Sulu Island, 5 mi off of","","","","","969","8 Jan 1906","Ethanol:skin (head and tail only); Dry:skull and anterior vertebrae","In collection","","","","","","","","","02 Oct 2018 13:15:00","http://n2t.net/ark:/65665/3d046cbe9-3593-42ec-8df5-444d5cadce0b"
"NMNH","34747","Specimen","Reptilia","Squamata","Gekkoninae","Lepidodactylus aureolineatus","","Lepidodactylus aureolineatus : Gekkoninae : Squamata : Reptilia : Chordata","","","","Philippines","Mindanao Island","","Mount Apo","","","","","","Jun 1904","Ethanol","Presence not verified","","","","","","","","","02 Oct 2018 13:21:00","http://n2t.net/ark:/65665/324e194d7-7174-4e2e-bb4e-839f481ff0cc"
"NMNH","34746","Specimen; Type","Reptilia","Squamata","Gekkoninae","Lepidodactylus planicaudus","","Lepidodactylus planicaudus : Gekkoninae : Squamata : Reptilia : Chordata","Holotype","Stejneger, L. 1905. Proc. U. S. Nat. Mus. 28: 348.","","Philippines","Mindanao Island","","Mount Apo","","","1219 - 1829","","No Field Number","Jun 1904 to Jul 1904 (June-July 1904)","Ethanol","In collection","","","","","","","","","02 Oct 2018 13:58:00","http://n2t.net/ark:/65665/3c0782965-4d12-41e7-96d4-fc3a96cba6c4"
"NMNH","34786","Specimen; Type","Amphibia","Anura","Megophryidae","Leptobrachium lumadorum","Leptobrachium hasseltii","Leptobrachium lumadorum : Megophryidae : Anura : Amphibia : Chordata","Paratype","Brown, R. M., et al. 2009. Herpetological Monographs. 23 (1): 30, Figures 2C, 8, 9A-B.","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:28:00","http://n2t.net/ark:/65665/38bd3852a-cec3-479d-9da8-fbfbeed43bed"
"NMNH","34787","Specimen; Type","Amphibia","Anura","Megophryidae","Leptobrachium lumadorum","Leptobrachium hasseltii","Leptobrachium lumadorum : Megophryidae : Anura : Amphibia : Chordata","Paratype","Brown, R. M., et al. 2009. Herpetological Monographs. 23 (1): 30, Figures 2C, 8, 9A-B.","","Philippines","Mindanao Island","","Mount Apo","","","","","No Field Number",,"Ethanol","In collection","","","","","","","","","02 Oct 2018 13:28:00","http://n2t.net/ark:/65665/335a9058c-571e-48ac-8fa4-6dce127eed94"
